GeneName DrugID
PDK1 D0GY8G
PDK1 D0HP8K
PDK1 D0B2GM
PDK1 D00ZXR
PDK1 D0C6VX
PDK1 D04BBA
PDK1 D0JR0F
PDK1 D0U7LW
PDK1 D0QV1E
PDK1 D07IQE
PDK1 D07MSB
PDK1 D0Z3HW
PDK1 D0HA0X
PDK1 D0VE7T
PDK1 D0DM2G
PDK1 D02WJZ
PDK1 D0Y0RG
PDK1 D0GE6F
PDK1 D04MHV
PDK1 D0HR1G
PDK1 D02MMG
PDK1 D0II5K
PDK1 D0P6PT
PDK1 D09WPL
PDK1 D01SHF
PDK1 D0EG3F
PDK1 D0UQ5H
PDK1 D0YD1Q
PDK1 D0YR5W
PDK1 D0U5HB
PDK1 D0Z5HL
PDK1 D08YPQ
PDK1 D0PD2I
PDK1 D06LCB
PDK1 D0EH9Z
PDK1 D07XBA
PDK1 D0RH6G
PDK1 D04TCL
PDK1 D06RGW
PDK1 D0H7SO
PDK1 D0TB2H
PDK1 D0D0ML
PDK1 D0W3JC
PDK1 D00LMA
PDK1 D0MG4D
PDK1 D0GH9W
PDK1 D0MW7L
PDK1 D0WT9J
PDK1 D0IR8B
PDK1 D07ZMG
PDK1 D09BNP
PDK1 D04BBT
PDK1 D0HI8X
PDK1 D0D5YE
PDK1 D02USE
PDK1 D0AM2D
PDK1 D0O9WX
PDK1 D0T3FS
PDK1 D0H6AF
PDK1 D0AA9W
PDK1 D0R3VG
PDK1 D07HOA
PDK1 D0RY6M
PDK1 D0CQ1M
PDK1 D0U3IS
PDK1 D09FQP
PDK1 D0RE3R
PDK1 D0G6ED
PDK1 D0CK8H
PDK1 D0PO8M
PDK1 D0I5KI
PDK1 D06LSZ
PDK1 D04EDM
PDK1 D0ZE5U
PGD D08VRX
PKM D09EFC
PLA2G4A D02XBN
PLA2G4A D0E1WY
PNP D02ZKR
PNP D05UPB
PPAT D07QCE
PRKCI D0B8NW
PRKCI D0K6ES
PRMT5 D0CR7L
PTPN11 D08IID
RIPK1 D0LQ3L
S1PR2 D0CO9Z
SERPINC1 D0UX6Z
SERPINC1 D08FNJ
SERPINC1 D0AZ5O
SERPINC1 D0C6ZX
SERPINC1 D02VJI
SERPINC1 D08HXG
SERPINC1 D00AKQ
SERPINC1 D06LEA
SERPINC1 D07XJJ
SERPINC1 D02WST
SERPINC1 D0A2GM
SERPINC1 D0C3YN
SERPINC1 D09EDW
SERPINC1 D0O8SB
SNCA D0NH1P
SNCA D0TU9W
SNCA D05AEE
SNCA D01UYA
SNCA D05VAE
SPTBN1 D01QKZ
SQSTM1 D02NEZ
STAT1 D03WRN
SYK D0H2HZ
SYK D0TG4S
SYK D0BW6F
SYK D07YNX
SYK D09OAV
SYK D0R9IU
SYK D01IDW
SYK D00OPX
SYK D0C0SZ
SYK D04LGK
SYK D0Y2XQ
SYK D0G9AW
SYK D09KEB
SYK D08DBE
SYK D00EIL
SYK D0J3FK
TEK D08VIS
TEK D0K5QY
TEK D0ML0L
TEK D07SAQ
TGFBR2 D0P7KU
TGFBR2 D00NCI
TNFSF10 D0V3ZX
TNFSF10 D0K1LJ
TOP2A D01ZMS
WAS D01QQC
WAS D0V4VQ
XIAP D07CLV
XIAP D02AMG
XIAP D0E8NP
XIAP D03MXK
XIAP D0NP8P
XIAP D01NUR
XPO1 D00LNW
XPO1 D0JF6C
XPO1 D0SP6A
XPO1 D00MDQ
XPO1 D0Z8EJ
XPO1 D0VI7R
