Drug,N.Targets,N.Seedgenes,d,zscore,pvalue
C42FTP,1,2,6.0,2.5206485818067255,1.0
C42ISC,1,3,4.0,-1.0755097554400077,0.3988
C42PBL,2,7,3.0,0.4699396974123929,0.7292
C42QYD,1,0,2.0,,0.0
C42SBF,1,7,5.0,1.3815225931745163,1.0
C42USR,2,7,1.0,-1.3315948869841592,0.2132
C42WRI,1,6,4.0,1.3887267902805889,0.9616
C43BDN,1,2,6.0,0.36285633358119973,0.543
C43BPT,2,2,6.0,1.277298080837799,1.0
C43HWQ,1,8,3.0,0.3548297524368113,0.868
C43HZT,1,7,0.0,-2.2078606098047735,0.0328
C43IWX,1,2,6.0,2.5206485818067255,1.0
C43JVS,1,7,4.0,1.9688729820118016,1.0
C43KZG,1,7,2.0,-0.9997287962492104,0.4394
C43LDG,1,3,3.0,-0.8945826973761394,0.3386
C43LWV,3,7,4.0,1.7933300622751254,1.0
C43NPS,1,0,3.0,,0.0
C43TCR,2,2,6.5,1.4822401423561684,1.0
C43TPN,2,8,4.0,1.9145648464762437,1.0
C43TQN,1,6,4.0,1.3887267902805889,0.9616
C43TRL,1,2,6.0,,0.0
C43UEP,1,7,4.0,1.9688729820118016,1.0
C43WDJ,1,7,1.0,-2.555121215115803,0.0
C45AQU,1,7,2.0,-0.9960828120098713,0.4414
C45BHN,2,2,6.0,3.9251645052814124,1.0
C45EBU,2,7,3.0,0.4699396974123929,0.7292
C45MRF,2,3,3.5,-0.2691702808673308,0.4158
C45OPN,1,2,5.0,0.6523926993808817,0.7584
C45QDX,1,0,2.0,,0.0
C45QUC,1,6,4.0,0.6172559358506726,0.8378
C45UKM,2,2,6.0,0.9821591226678524,1.0
C46EIF,1,8,5.0,0.92684401954586,0.9306
C46GRQ,1,7,4.0,0.5169022816290972,0.7352
C46ICN,2,7,4.0,1.4093205387867351,1.0
C46ICR,2,7,1.0,-1.2582741444786232,0.2568
C46JYK,1,2,6.0,2.3157085085033615,1.0
C46OEV,1,7,2.0,-1.1249528007014657,0.4414
C46TDI,1,7,2.0,-0.9997287962492104,0.4394
C46ULG,3,3,3.3333333333333335,-0.5015129251417213,0.3394
C46YXH,1,2,7.0,2.0183269954620426,1.0
C47AWZ,1,6,4.0,0.6172559358506726,0.8378
C47DUX,1,0,3.0,,0.0
C47KDV,1,2,5.0,0.31538442975009784,0.491
C47OMC,2,8,4.0,1.9145648464762437,1.0
C47OWF,2,7,4.0,1.4265390035918375,1.0
C47PTG,1,7,2.0,-1.0142771636672199,0.4326
C47TOX,1,7,4.0,1.520754053046929,1.0
C47WIH,2,2,6.0,3.9251645052814124,1.0
C47WVH,1,7,2.0,-0.6235674643367874,0.3976
C47XUW,1,7,3.0,-0.3786258714864339,0.5202
C47YWJ,2,3,3.5,-0.2691702808673308,0.4158
C48FUJ,1,2,6.0,0.3918760975353524,0.5612
C48KBZ,2,2,6.0,0.9821591226678524,1.0
C48NIF,1,0,3.0,,0.0
C48OAX,2,6,3.5,1.0927595793928717,0.8414
C48UAI,2,7,4.0,1.4265390035918375,1.0
C48USC,1,8,4.0,1.8545328481122596,1.0
C48VEQ,1,2,7.0,6.983131358927643,1.0
C48ZLN,1,7,2.0,-1.1452529211278295,0.4326
C48ZVW,1,7,4.0,1.520754053046929,1.0
C49AYH,1,7,1.0,,0.0
C49CYH,1,3,3.0,-1.39512578557354,0.3394
C49EQN,2,7,3.0,0.4699396974123929,0.7292
C49FEK,1,2,7.0,2.0183269954620426,1.0
C49JZI,1,7,5.0,1.3815225931745163,1.0
C49KDO,1,0,2.0,,0.0
C49NET,1,2,5.0,0.31538442975009784,0.491
C49OIA,1,7,2.0,-0.6235674643367874,0.3976
C49PHZ,1,8,4.0,0.7025894816973867,1.0
C49WQN,1,2,6.0,2.3157085085033615,1.0
C49ZBX,1,6,5.0,1.652501668143813,0.9618
C4A0CF,1,7,4.0,1.1295267496600256,1.0
C4A0CP,1,7,2.0,-0.5295400835902746,0.4322
C4A7UK,1,7,3.0,,0.0
C4A7ZI,1,2,5.0,0.6523926993808817,0.7584
C4A8CV,1,3,4.0,-1.0030941341787356,0.4444
C4A9FD,1,7,4.0,1.5328682250498034,1.0
C4AG5E,1,7,2.0,-1.2479035966544847,0.1808
C4AKZ1,1,0,3.0,,0.0
C4AL8Z,1,6,4.0,1.3887267902805889,0.9616
C4AO7I,2,2,6.0,0.9821591226678524,1.0
C4AV1T,1,2,5.0,3.0184890348386744,1.0
C4AW0O,1,7,1.0,-2.555121215115803,0.0
C4AW6G,2,8,4.0,1.9145648464762437,1.0
C4B0KC,1,7,4.0,1.9688729820118016,1.0
C4B3OS,1,7,2.0,-1.1295267496600256,0.4394
C4B5RW,1,3,4.0,-1.068599226305611,0.4028
C4BJK6,1,2,7.0,2.0183269954620426,1.0
C4BTK5,2,7,4.0,1.4265390035918375,1.0
C4BWO7,1,8,5.0,1.844932485038597,1.0
C4C1UM,1,0,2.0,,0.0
C4C2EM,1,7,3.0,-0.5114420639404336,0.4624
C4C2PF,3,6,3.6666666666666665,0.8077008754114245,0.7936
C4C6NP,1,2,6.0,0.36285633358119973,0.543
C4C7AF,1,2,6.0,2.3157085085033615,1.0
C4C7LK,1,7,2.0,-1.5901990608136296,0.1474
C4CBT9,1,7,4.0,1.520754053046929,1.0
C4CI8E,1,7,2.0,-0.29926708707189487,0.5114
C4CJX9,1,3,3.0,-0.8945826973761394,0.3386
C4CP7K,2,2,6.0,1.14950329014435,1.0
C4CU7T,3,0,2.6666666666666665,,0.0
C4CY3V,1,7,4.0,1.606358629670795,1.0
C4CYX6,2,7,1.0,-1.3315948869841592,0.2132
C4D2SH,2,8,4.0,1.9145648464762437,1.0
C4D2UE,2,2,6.0,0.9821591226678524,1.0
C4DF8X,1,7,4.0,1.520754053046929,1.0
C4DL1X,2,2,6.0,3.9251645052814124,1.0
C4DT2Z,1,7,2.0,-0.5295400835902746,0.4322
C4E1TI,2,6,3.5,1.0927595793928717,0.8414
C4E2HN,1,7,2.0,-0.3312537631602874,0.4794
C4E2YF,1,3,4.0,-1.0755097554400077,0.3988
C4E5DN,1,7,5.0,1.3773306820981797,1.0
C4E7GT,1,7,2.0,-0.6235674643367874,0.3976
C4E7LN,1,2,5.0,0.6523926993808817,0.7584
C4E8LZ,2,8,4.0,1.9145648464762437,1.0
C4EG2A,1,7,4.0,1.1295267496600256,1.0
C4EG8R,2,2,5.5,0.43588424458377034,0.5054
C4EHP8,1,0,4.0,,0.0
C4EI5V,1,2,7.0,4.513846846116505,1.0
C4EJK0,3,7,1.3333333333333333,-1.4924751896497157,0.0382
C4EK9U,1,6,4.0,0.6172559358506726,0.8378
C4EP1U,1,7,2.0,-0.3312537631602874,0.4794
C4EVI2,1,3,3.0,-1.39512578557354,0.3394
C4F2PA,1,7,4.0,1.1295267496600256,1.0
C4FI2N,2,8,4.0,1.9145648464762437,1.0
C4FIN9,1,7,0.0,-2.2636720521473412,0.0368
C4FL0E,1,7,4.0,1.5328682250498034,1.0
C4FSG2,1,2,6.0,,0.0
C4FUG5,1,0,2.0,,0.0
C4FUQ2,1,2,7.0,6.983131358927643,1.0
C4FW5Y,2,2,6.0,0.9821591226678524,1.0
C4FZ3B,1,6,4.0,0.6172559358506726,0.8378
C4G3RZ,1,7,2.0,-0.3312537631602874,0.4794
C4G9WR,2,7,1.0,-1.5234730593934047,0.1412
C4GEW5,2,2,6.5,0.6539655153626346,0.5612
C4GNS7,1,8,5.0,1.844932485038597,1.0
C4GO5B,1,3,4.0,,0.0
C4GT2U,1,7,4.0,1.520754053046929,1.0
C4GTZ8,1,7,2.0,-0.6235674643367874,0.3976
C4GXV3,1,7,4.0,1.2291997826967231,1.0
C4H3GE,1,2,6.0,2.3157085085033615,1.0
C4H3JG,1,0,3.0,,0.0
C4H5QC,1,6,4.0,0.6172559358506726,0.8378
C4H6KF,2,7,3.0,0.4699396974123929,0.7292
C4H7BF,1,2,6.0,,0.0
C4HB7F,2,3,3.5,-0.33917226939617073,0.3394
C4HD9N,1,8,4.0,,0.0
C4HFS8,2,2,6.0,1.277298080837799,1.0
C4HV0D,2,0,2.5,,0.0
C4HY2C,1,7,2.0,-1.0142771636672199,0.4326
C4HY7S,1,7,4.0,1.520754053046929,1.0
C4HZ0K,1,7,2.0,-1.1249528007014657,0.4414
C4I0QW,1,7,4.0,1.1249528007014657,1.0
C4I1GM,1,2,6.0,0.9629626236810896,1.0
C4I2EJ,2,2,6.0,3.9251645052814124,1.0
C4I2TF,2,8,4.0,1.9145648464762437,1.0
C4I3DN,1,6,4.0,0.6172559358506726,0.8378
C4I5DV,1,3,3.0,-0.691156774788627,0.3394
C4IE0Q,2,7,3.0,0.4699396974123929,0.7292
C4IG3K,1,7,4.0,1.520754053046929,1.0
C4IP2F,1,7,2.0,-1.0142771636672199,0.4326
C4IX7Z,2,2,6.5,1.5182459757737268,1.0
C4IYE2,1,0,3.0,,0.0
C4J0OI,1,7,2.0,-0.6235674643367874,0.3976
C4J1CO,1,7,4.0,1.1249528007014657,1.0
C4J3XW,2,2,6.0,3.9251645052814124,1.0
C4JA3L,1,2,7.0,1.9823211620444843,1.0
C4JAC1,1,8,4.0,-0.1763209483454253,0.6208
C4JB5Z,1,3,3.0,-0.691156774788627,0.3394
C4JG5U,1,6,4.0,1.841630193107093,1.0
C4JO7L,1,7,2.0,-0.9997287962492104,0.4394
C4JZ6C,1,7,1.0,-2.555121215115803,0.0
C4K0NT,2,2,6.5,0.6539655153626346,0.5612
C4K2BJ,1,7,2.0,-0.6235674643367874,0.3976
C4K5NH,1,7,4.0,1.9688729820118016,1.0
C4K6LW,2,7,4.0,1.4265390035918375,1.0
C4K8TH,1,0,3.0,,0.0
C4KEP1,1,2,7.0,6.983131358927643,1.0
C4KL7O,2,8,4.0,1.9145648464762437,1.0
C4KMF1,1,2,7.0,1.9823211620444843,1.0
C4KS7X,1,6,4.0,1.3887267902805889,0.9616
C4KT2G,1,7,2.0,-0.3312537631602874,0.4794
C4KU1F,2,3,3.5,-0.2691702808673308,0.4158
C4KXG2,1,7,2.0,-1.0142771636672199,0.4326
C4KZU9,1,7,4.0,1.5622557630921081,1.0
C4L5TF,1,7,2.0,-0.6235674643367874,0.3976
C4L8WS,1,7,4.0,1.5328682250498034,1.0
C4LAX1,1,2,7.0,0.8891097802300734,0.8992
C4LEU0,2,0,2.5,,0.0
C4LK0F,1,8,4.0,-0.1763209483454253,0.6208
C4LKN7,1,2,5.0,0.31538442975009784,0.491
C4LP3V,1,2,6.0,2.3157085085033615,1.0
C4LTP2,3,7,3.3333333333333335,0.3260061912063524,0.5628
C4LV7R,2,6,3.5,1.0927595793928717,0.8414
C4LY7B,2,3,3.5,-0.2691702808673308,0.4158
C4M3XB,1,7,2.0,-1.1452529211278295,0.4326
C4M9WK,1,7,4.0,1.1249528007014657,1.0
C4MA9R,1,2,6.0,0.3918760975353524,0.5612
C4MN9X,1,7,4.0,1.5622557630921081,1.0
C4MNG8,2,7,1.0,-1.6427975964619772,0.0864
C4MO3I,1,2,6.0,2.5206485818067255,1.0
C4MOE2,1,0,3.0,,0.0
C4MOF8,1,8,3.0,0.3548297524368113,0.868
C4MS2Q,1,2,6.0,,0.0
C4MU0L,2,6,3.5,1.0927595793928717,0.8414
C4N5TW,2,7,3.5,0.013255619557448221,0.5386
C4N7XP,1,3,2.0,-2.4329038742120086,0.0
C4N7XQ,1,7,0.0,-2.2078606098047735,0.0328
C4NA0Z,1,7,4.0,1.2121078556344087,1.0
C4NB9D,1,7,4.0,1.924983807529696,1.0
C4NFU7,1,2,7.0,1.648933815585607,1.0
C4NIC9,1,2,6.0,,0.0
C4NJ2L,1,8,4.0,0.7025894816973867,1.0
C4NK8T,1,2,6.0,2.3157085085033615,1.0
C4NKP6,2,0,3.0,,0.0
C4NP7V,1,7,2.0,-1.1249528007014657,0.4414
C4NU0I,2,7,3.0,0.4699396974123929,0.7292
C4NW1U,1,3,3.0,-1.39512578557354,0.3394
C4O2KP,1,6,4.0,1.3887267902805889,0.9616
C4O3HP,1,7,2.0,-1.5901990608136296,0.1474
C4O9ZB,1,2,7.0,1.9102505490428532,1.0
C4OAE7,1,7,4.0,1.9688729820118016,1.0
C4OB6Z,2,7,4.0,1.4265390035918375,1.0
C4OG7Z,1,2,7.0,1.648933815585607,1.0
C4OH7J,1,8,5.0,0.92684401954586,0.9306
C4OH9D,2,2,6.0,3.9251645052814124,1.0
C4OJX2,1,7,2.0,-1.2479035966544847,0.1808
C4OMF0,1,6,4.0,1.3887267902805889,0.9616
C4OT8U,1,7,2.0,-0.9997287962492104,0.4394
C4OU1Z,2,0,2.5,,0.0
C4OU6L,1,7,0.0,-2.2078606098047735,0.0328
C4P2JF,1,3,3.0,-0.782280068689655,0.4158
C4P2VS,1,7,4.0,1.1295267496600256,1.0
C4P3JC,2,7,4.0,1.924983807529696,1.0
C4P5VR,2,2,6.0,1.277298080837799,1.0
C4PE7X,1,2,5.0,0.31538442975009784,0.491
C4PIV6,2,8,4.0,1.9145648464762437,1.0
C4PM2U,1,7,2.0,-0.9960828120098713,0.4414
C4PNF2,1,2,5.0,3.0184890348386744,1.0
C4PV0Z,1,7,2.0,-0.9997287962492104,0.4394
C4PVA3,1,3,3.0,-0.782280068689655,0.4158
C4Q5IN,1,7,2.0,-1.1452529211278295,0.4326
C4Q9RT,1,0,4.0,,0.0
C4QF6H,1,6,4.0,1.841630193107093,1.0
C4QH8U,1,7,5.0,1.3815225931745163,1.0
C4QJK8,1,7,4.0,1.520754053046929,1.0
C4QO9H,2,2,6.0,1.277298080837799,1.0
C4QT0G,1,8,4.0,-0.1763209483454253,0.6208
C4QTW6,1,7,2.0,-1.1249528007014657,0.4414
C4R3BT,2,2,6.0,2.3157085085033615,1.0
C4R3UP,1,2,7.0,1.9823211620444843,1.0
C4R5NQ,2,7,1.5,-2.0299984140643583,0.0
C4R7IN,2,7,3.5,0.013255619557448221,0.5386
C4RB9Q,1,6,4.0,0.6172559358506726,0.8378
C4RBX6,1,3,4.0,-1.0124737844363483,0.4392
C4RMV1,1,0,3.0,,0.0
C4S5KW,1,7,4.0,0.5169022816290972,0.7352
C4S7BL,1,7,4.0,1.5622557630921081,1.0
C4S7VK,1,2,7.0,1.9102505490428532,1.0
C4SD5P,1,2,6.0,,0.0
C4SEH5,1,2,6.0,2.483537163571127,1.0
C4SGZ6,1,8,3.0,0.3548297524368113,0.868
C4SJ6L,1,7,2.0,-0.6235674643367874,0.3976
C4SKJ9,2,7,3.0,0.4699396974123929,0.7292
C4ST0K,1,7,2.0,-1.0142771636672199,0.4326
C4SW7C,1,6,4.0,0.6172559358506726,0.8378
C4SXV6,1,0,2.0,,0.0
C4T6HL,1,3,3.0,-1.39512578557354,0.3394
C4T6XP,2,7,4.0,1.4265390035918375,1.0
C4T7YX,1,2,7.0,1.648933815585607,1.0
C4T7ZE,2,2,6.5,1.5182459757737268,1.0
C4TA8N,2,7,4.0,1.4093205387867351,1.0
C4TCZ8,2,2,6.0,3.9251645052814124,1.0
C4TGS8,1,8,4.0,0.7025894816973867,1.0
C4TJI2,1,7,3.0,-0.5114420639404336,0.4624
C4TKO7,1,7,2.0,-0.5295400835902746,0.4322
C4TNI3,1,7,3.0,-0.3786258714864339,0.5202
C4TNZ0,2,0,3.0,,0.0
C4TOU0,1,2,5.0,0.31538442975009784,0.491
C4TU0L,1,6,4.0,0.6172559358506726,0.8378
C4TUP9,1,3,3.0,-0.8945826973761394,0.3386
C4TWU9,1,7,4.0,1.5328682250498034,1.0
C4U0BM,1,2,7.0,2.0183269954620426,1.0
C4U0PT,1,7,4.0,1.520754053046929,1.0
C4U0XW,1,2,6.0,2.3157085085033615,1.0
C4U1DB,1,8,4.0,0.7025894816973867,1.0
C4U1TD,2,7,1.0,-1.3315948869841592,0.2132
C4U2MA,1,7,2.0,-0.5295400835902746,0.4322
C4U2RS,1,7,4.0,0.3898357206213216,0.653
C4U2XO,2,3,3.5,-0.2691702808673308,0.4158
C4U3AT,1,0,3.0,,0.0
C4U5OQ,1,2,6.0,,0.0
C4U5RZ,1,6,5.0,1.652501668143813,0.9618
C4U7KS,1,7,4.0,1.5328682250498034,1.0
C4U9VF,2,8,4.0,1.9145648464762437,1.0
C4U9VZ,1,2,7.0,2.0183269954620426,1.0
C4UA8R,1,7,4.0,1.520754053046929,1.0
C4UAI1,1,2,6.0,2.3157085085033615,1.0
C4UB6E,1,7,1.0,-2.134429817132355,0.0
C4UEG7,1,7,1.0,-2.555121215115803,0.0
C4UF6A,1,2,6.0,,0.0
C4UH8X,2,7,2.5,-0.2937056350562654,0.4394
C4UJW3,1,6,4.0,0.6172559358506726,0.8378
C4V0CW,1,0,3.0,,0.0
C4V1QD,1,3,3.0,-1.39512578557354,0.3394
C4V3KU,2,7,4.0,1.4265390035918375,1.0
C4V5FN,1,8,4.0,0.7025894816973867,1.0
C4V6YC,1,7,4.0,1.5622557630921081,1.0
C4V7BI,2,2,6.0,1.277298080837799,1.0
C4V7EW,1,2,6.0,2.5206485818067255,1.0
C4V9FB,1,2,6.0,,0.0
C4VFQ1,1,7,1.0,,0.0
C4VG9Q,1,7,3.0,-0.3786258714864339,0.5202
C4VI5W,1,6,4.0,1.3887267902805889,0.9616
C4VN0A,2,0,2.5,,0.0
C4VO3C,1,7,4.0,1.5328682250498034,1.0
C4VP1N,1,7,1.0,,0.0
C4VU7J,1,8,4.0,-0.1763209483454253,0.6208
C4VW3I,2,3,3.5,-0.2691702808673308,0.4158
C4VZB9,1,2,5.0,0.31538442975009784,0.491
C4W2MD,1,7,4.0,1.520754053046929,1.0
C4W3LK,2,7,1.0,-1.3315948869841592,0.2132
C4W7LY,1,2,5.0,0.6523926993808817,0.7584
C4W8FE,1,2,6.0,2.3157085085033615,1.0
C4WAR0,1,6,4.0,0.6172559358506726,0.8378
C4WE3Z,1,7,2.0,-1.0142771636672199,0.4326
C4WEK7,1,7,4.0,1.1249528007014657,1.0
C4WF5H,1,7,2.0,-0.9997287962492104,0.4394
C4WFP1,1,0,3.0,,0.0
C4WG1A,1,2,7.0,1.9823211620444843,1.0
C4WH6P,1,8,4.0,0.7025894816973867,1.0
C4WLX8,1,3,3.0,-0.8945826973761394,0.3386
C4WRN5,1,7,5.0,1.3841567059466013,1.0
C4WRY3,1,7,2.0,-0.6235674643367874,0.3976
C4X2ME,1,2,5.0,0.6523926993808817,0.7584
C4X2NT,1,6,4.0,1.3887267902805889,0.9616
C4X2PI,2,2,6.0,3.9251645052814124,1.0
C4X3KB,2,0,2.5,,0.0
C4X5CN,1,7,4.0,1.1249528007014657,1.0
C4X7CT,1,2,5.0,0.31538442975009784,0.491
C4X7SD,1,8,4.0,1.8545328481122596,1.0
C4XAI7,1,7,2.0,-1.1295267496600256,0.4394
C4XD8H,3,7,1.3333333333333333,-1.1809347993180495,0.2478
C4XE6G,1,7,4.0,,0.0
C4XF2A,2,7,1.0,-1.3315948869841592,0.2132
C4XFU2,3,3,3.6666666666666665,-0.7832518012053825,0.308
C4XIZ8,1,2,6.0,0.4014675976820944,0.5638
C4XJ3M,1,2,5.0,3.0184890348386744,1.0
C4XK2S,2,6,3.5,1.0927595793928717,0.8414
C4XLV9,1,0,3.0,,0.0
C4Y1SK,1,8,3.0,0.3548297524368113,0.868
C4YO1S,2,7,4.0,1.4265390035918375,1.0
C4YOF5,1,7,2.0,-0.29926708707189487,0.5114
C4YWT2,1,2,5.0,0.31538442975009784,0.491
C4Z0OC,1,7,4.0,1.520754053046929,1.0
C4Z2QI,1,7,1.0,,0.0
C4Z5HL,2,2,6.0,1.277298080837799,1.0
C4Z5QK,1,7,1.0,,0.0
C4Z6UP,1,6,4.0,0.6172559358506726,0.8378
C4Z9CN,1,2,5.0,3.0184890348386744,1.0
C4ZG0D,2,3,3.5,-0.2691702808673308,0.4158
C4ZHY3,1,0,3.0,,0.0
C4ZKT1,1,8,4.0,0.7025894816973867,1.0
C4ZW7G,1,2,6.0,,0.0
C50ETI,1,7,4.0,,0.0
C50FQZ,2,7,3.0,0.4699396974123929,0.7292
C50GZI,1,7,0.0,-2.2636720521473412,0.0368
C50LNE,1,7,4.0,1.520754053046929,1.0
C50NWX,1,7,0.0,-2.2078606098047735,0.0328
C50RSE,1,2,7.0,2.0183269954620426,1.0
C50VCZ,1,6,4.0,1.3887267902805889,0.9616
C50WPV,1,7,4.0,1.5328682250498034,1.0
C50YOB,1,2,5.0,0.31538442975009784,0.491
C51AZT,2,3,3.5,-0.2691702808673308,0.4158
C51FVK,1,0,3.0,,0.0
C51HSA,1,2,7.0,4.513846846116505,1.0
C51HVW,1,8,4.0,1.8545328481122596,1.0
C51ISR,1,7,2.0,-1.1295267496600256,0.4394
C51RST,1,7,3.0,-0.5193503351709727,0.459
C51SAK,1,7,0.0,-2.2078606098047735,0.0328
C52DMG,2,7,4.0,1.9688729820118016,1.0
C52HOD,1,2,5.0,0.6523926993808817,0.7584
C52HOJ,1,2,5.0,0.31538442975009784,0.491
C52JUB,1,6,5.0,1.652501668143813,0.9618
C52LJU,2,7,4.0,1.4265390035918375,1.0
C52NID,1,3,4.0,-1.0124737844363483,0.4392
C52RQG,1,2,6.0,2.483537163571127,1.0
C52TFP,1,8,5.0,1.844932485038597,1.0
C52VUT,1,0,4.0,,0.0
C52WLJ,1,7,2.0,-0.9997287962492104,0.4394
C52WNX,1,7,4.0,1.9688729820118016,1.0
C52YXA,2,2,6.0,1.277298080837799,1.0
C53EJZ,1,7,2.0,-0.9960828120098713,0.4414
C53JCN,1,7,0.0,-2.2078606098047735,0.0328
C53JWE,1,6,5.0,1.652501668143813,0.9618
C53MZX,1,7,4.0,1.5328682250498034,1.0
C53NHL,2,0,2.5,,0.0
C53OSD,1,2,6.0,0.35920688403979606,0.5516
C53QBZ,1,8,4.0,-0.1654657574997667,0.6266
C53SWY,1,3,3.0,-1.39512578557354,0.3394
C53TVL,1,2,6.0,2.3157085085033615,1.0
C54BYP,1,7,2.0,-0.3312537631602874,0.4794
C54FTS,1,7,5.0,1.3841567059466013,1.0
C54FXD,1,2,7.0,2.0183269954620426,1.0
C54JEF,1,7,2.0,-1.1249528007014657,0.4414
C54NRA,2,7,1.0,-1.2582741444786232,0.2568
C54RZY,2,6,3.5,1.0927595793928717,0.8414
C54ZFB,1,2,6.0,,0.0
C56AHL,1,7,4.0,1.1249528007014657,1.0
C56CVI,2,2,6.0,0.9821591226678524,1.0
C56FMJ,2,7,3.0,0.4699396974123929,0.7292
C56FYN,1,8,4.0,0.7025894816973867,1.0
C56FZV,1,0,3.0,,0.0
C56IZT,2,3,3.5,-0.2691702808673308,0.4158
C56PVC,3,7,1.3333333333333333,-1.5740119029108115,0.0338
C56VDQ,1,2,7.0,2.0183269954620426,1.0
C57BQS,2,2,6.5,3.291634196489932,1.0
C57GQS,1,7,0.0,-2.2078606098047735,0.0328
C57MHS,2,6,3.5,1.0927595793928717,0.8414
C57MOC,1,7,4.0,1.9688729820118016,1.0
C57NEV,1,8,5.0,1.844932485038597,1.0
C57VTG,1,7,4.0,1.1249528007014657,1.0
C57XJE,1,7,2.0,-0.9997287962492104,0.4394
C57YIO,2,0,2.5,,0.0
C58BEO,1,3,3.0,-0.782280068689655,0.4158
C58CQE,1,2,6.0,,0.0
C58ETF,1,2,5.0,3.0184890348386744,1.0
C58JIQ,2,7,4.0,1.9688729820118016,1.0
C58LQV,1,2,7.0,0.8891097802300734,0.8992
C58NCI,1,6,4.0,0.6172559358506726,0.8378
C58PRM,1,7,2.0,-0.5295400835902746,0.4322
C58QCG,1,7,2.0,-0.9960828120098713,0.4414
C58SYJ,2,3,3.5,-0.2691702808673308,0.4158
C58VXQ,1,7,4.0,1.3352256325546057,1.0
C58XIU,1,8,4.0,-0.16878220155945498,0.6252
C59BFD,2,7,3.0,0.4699396974123929,0.7292
C59CDG,1,2,5.0,0.31538442975009784,0.491
C59DOP,1,0,4.0,,0.0
C59DSH,1,2,6.0,,0.0
C59LHA,1,6,4.0,,0.0
C59QKD,1,7,4.0,1.9688729820118016,1.0
C59UDA,1,7,2.0,-1.0142771636672199,0.4326
C59UEH,1,2,6.0,,0.0
C59VBJ,1,7,0.0,-2.2636720521473412,0.0368
C5A0BF,1,3,3.0,-0.691156774788627,0.3394
C5ABX8,2,7,4.0,1.4265390035918375,1.0
C5AG3Y,2,7,3.0,0.4699396974123929,0.7292
C5AG4M,1,2,7.0,1.9823211620444843,1.0
C5AH8Y,1,8,3.0,0.3548297524368113,0.868
C5ALQ2,1,0,3.0,,0.0
C5AR9M,1,2,5.0,0.6523926993808817,0.7584
C5B0FW,1,2,6.0,,0.0
C5B1AE,1,6,4.0,1.3887267902805889,0.9616
C5B6MC,2,7,4.0,1.4093205387867351,1.0
C5B8NS,1,7,3.0,-0.5114420639404336,0.4624
C5BG4F,1,7,2.0,-0.5295400835902746,0.4322
C5BGH0,1,3,3.0,-0.691156774788627,0.3394
C5BM4T,1,7,3.0,-0.3786258714864339,0.5202
C5BM8E,2,7,4.0,1.4265390035918375,1.0
C5BQ6R,2,2,6.5,1.4822401423561684,1.0
C5BSI8,1,8,4.0,0.7025894816973867,1.0
C5BV3G,1,0,2.0,,0.0
C5C4KF,2,2,6.0,3.9251645052814124,1.0
C5CE1L,1,6,4.0,1.3887267902805889,0.9616
C5CGN9,1,2,7.0,1.9102505490428532,1.0
C5CMH6,1,7,4.0,,0.0
C5CO8D,2,7,1.0,-1.3315948869841592,0.2132
C5CW9O,2,7,1.5,-2.0299984140643583,0.0
C5CY0G,1,3,3.0,-1.39512578557354,0.3394
C5CYL1,1,7,2.0,-0.3312537631602874,0.4794
C5CZ8A,2,8,4.0,1.9145648464762437,1.0
C5D2OL,2,2,6.0,0.9821591226678524,1.0
C5D6YP,1,7,5.0,1.3815225931745163,1.0
C5DA7R,2,7,4.0,1.4093205387867351,1.0
C5DBE9,1,0,3.0,,0.0
C5DCI0,1,2,6.0,2.3157085085033615,1.0
C5DGR9,5,6,4.4,1.568720550834868,0.9114
C5DJB3,1,2,7.0,2.0183269954620426,1.0
C5DK1N,1,7,2.0,-0.6235674643367874,0.3976
C5DVB6,2,7,1.5,-1.7338267973698445,0.0
C5DYA0,1,8,4.0,0.7025894816973867,1.0
C5DYT6,1,7,2.0,-0.9997287962492104,0.4394
C5DZ3V,1,3,3.0,-0.691156774788627,0.3394
C5E0SB,1,0,3.0,,0.0
C5E3SP,1,2,7.0,1.9823211620444843,1.0
C5E3ZD,1,7,4.0,1.5328682250498034,1.0
C5E4ZO,2,7,4.0,1.4093205387867351,1.0
C5EG0I,2,2,6.0,3.9251645052814124,1.0
C5EH9L,1,2,5.0,0.6523926993808817,0.7584
C5EJN9,3,7,1.3333333333333333,-1.4924751896497157,0.0382
C5EK4J,1,7,2.0,-0.9960828120098713,0.4414
C5EL6I,2,7,3.0,0.4699396974123929,0.7292
C5EM9S,2,3,3.5,-0.2691702808673308,0.4158
C5EMH2,1,8,5.0,0.92684401954586,0.9306
C5EMT7,1,7,4.0,1.606358629670795,1.0
C5EPH9,2,0,2.5,,0.0
C5EQN0,1,7,4.0,1.1295267496600256,1.0
C5ERH4,2,2,6.0,3.9251645052814124,1.0
C5EU1T,1,2,7.0,0.844750392230599,0.8866
C5F3MT,1,2,5.0,0.6523926993808817,0.7584
C5F6IQ,2,7,1.0,-1.3315948869841592,0.2132
C5FAY7,2,6,3.5,1.0927595793928717,0.8414
C5FEX0,1,7,2.0,-0.29926708707189487,0.5114
C5FGS8,2,7,1.0,-1.2582741444786232,0.2568
C5FJU9,1,3,3.0,-1.39512578557354,0.3394
C5FR9J,2,8,4.0,1.9145648464762437,1.0
C5FS2W,1,7,4.0,,0.0
C5FVM2,1,7,4.0,,0.0
C5FX7L,3,2,6.333333333333333,5.79050081246484,1.0
