Drug,N.Targets,N.Seedgenes,d,zscore,pvalue
C0AL1C,2,7,3.5,0.013255619557448221,0.5386
C0AN1O,1,0,3.0,,0.0
C0APW4,2,2,6.0,1.1101812720566817,1.0
C0AV5D,1,8,4.0,1.8545328481122596,1.0
C0AY8L,1,2,7.0,2.0183269954620426,1.0
C0B2EI,1,7,2.0,-0.6235674643367874,0.3976
C0B9HE,1,6,4.0,1.3887267902805889,0.9616
C0B9TD,1,7,1.0,-2.555121215115803,0.0
C0BDP2,1,7,4.0,1.1249528007014657,1.0
C0BDS6,1,3,4.0,-1.0124737844363483,0.4392
C0BJ1F,2,2,6.0,3.9251645052814124,1.0
C0BO1X,2,7,4.0,1.4093205387867351,1.0
C0BQ5O,1,7,2.0,-0.9997287962492104,0.4394
C0BR5U,1,0,3.0,,0.0
C0BRA5,1,2,5.0,0.6523926993808817,0.7584
C0BT3F,2,8,4.5,0.3871874054061247,0.6412
C0BUJ9,1,7,3.0,-0.5058907320324469,0.464
C0BW1Q,2,6,3.5,1.0927595793928717,0.8414
C0BXH2,2,2,6.0,0.9821591226678524,1.0
C0BZG7,1,3,3.0,-0.8945826973761394,0.3386
C0C9IQ,1,2,6.0,2.3157085085033615,1.0
C0C9KL,2,7,4.5,0.9367273946744817,0.7378
C0C9KZ,1,7,2.0,-1.0142771636672199,0.4326
C0CA1Y,1,7,5.0,1.3841567059466013,1.0
C0CFP3,2,7,3.0,0.4699396974123929,0.7292
C0CL8F,1,0,3.0,,0.0
C0CMR7,2,2,6.0,1.277298080837799,1.0
C0CNR5,1,8,4.0,0.7025894816973867,1.0
C0CPN8,1,7,3.0,-0.5114420639404336,0.4624
C0CR1O,1,2,5.0,0.31538442975009784,0.491
C0CTO3,1,6,4.0,0.6172559358506726,0.8378
C0CW1M,1,2,6.0,2.5206485818067255,1.0
C0D6XG,2,3,3.5,-0.2691702808673308,0.4158
C0D6ZR,1,7,2.0,-1.5901990608136296,0.1474
C0D7AX,1,7,4.0,1.1249528007014657,1.0
C0DGS2,2,7,3.0,0.4699396974123929,0.7292
C0DGV4,1,7,4.0,1.520754053046929,1.0
C0DJ8P,1,0,4.0,,0.0
C0DJ9B,1,2,7.0,2.0183269954620426,1.0
C0DJS1,1,8,3.0,0.3548297524368113,0.868
C0DL3F,1,7,2.0,-0.6235674643367874,0.3976
C0DQO3,1,2,7.0,1.9823211620444843,1.0
C0DRX5,1,6,4.0,1.3887267902805889,0.9616
C0DUR3,1,7,2.0,-0.5295400835902746,0.4322
C0DUT2,2,7,4.0,1.4265390035918375,1.0
C0E2OG,1,3,4.0,0.4090399972778841,0.8386
C0E7BZ,1,2,6.0,2.5206485818067255,1.0
C0ED6J,1,7,2.0,-1.1295267496600256,0.4394
C0EF7G,1,0,3.0,,0.0
C0EFS9,2,7,4.0,1.4093205387867351,1.0
C0EIC6,2,2,6.0,1.277298080837799,1.0
C0EIQ6,1,8,4.0,0.7025894816973867,1.0
C0EKO5,2,6,4.5,1.6447882889095924,0.951
C0EU7G,2,7,1.0,-1.3315948869841592,0.2132
C0EV2X,1,2,6.0,,0.0
C0F7QU,2,7,1.0,-1.2582741444786232,0.2568
C0F8XB,1,7,5.0,1.3815225931745163,1.0
C0FAJ9,1,2,6.0,,0.0
C0FJE7,1,7,2.0,-1.1295267496600256,0.4394
C0FK5Q,2,3,3.5,-0.2691702808673308,0.4158
C0FK8L,1,7,5.0,1.3841567059466013,1.0
C0FM1R,1,0,2.0,,0.0
C0FV5J,1,2,7.0,1.9823211620444843,1.0
C0G1XS,2,2,6.0,1.277298080837799,1.0
C0G3LI,2,8,4.0,1.9145648464762437,1.0
C0G3WF,1,7,2.0,-0.6235674643367874,0.3976
C0G5VX,2,2,6.0,3.9251645052814124,1.0
C0G5WC,1,7,0.0,-2.2078606098047735,0.0328
C0G7XN,1,6,4.0,0.6172559358506726,0.8378
C0GAW3,2,7,4.0,1.4265390035918375,1.0
C0GI9Y,1,3,4.0,-1.068599226305611,0.4028
C0GL1Y,1,7,4.0,1.520754053046929,1.0
C0GS4F,1,7,3.0,-0.3786258714864339,0.5202
C0GU8Y,1,2,6.0,0.36285633358119973,0.543
C0GUA3,1,0,3.0,,0.0
C0H5CG,2,8,4.0,1.9145648464762437,1.0
C0H6QS,1,2,6.0,0.4014675976820944,0.5638
C0H6US,1,7,0.0,-2.2636720521473412,0.0368
C0H8UN,2,2,6.0,7.9025699718732225,1.0
C0HB4C,1,6,4.0,1.3887267902805889,0.9616
C0HCX8,1,7,1.0,-2.555121215115803,0.0
C0HEN3,1,7,4.0,1.2291997826967231,1.0
C0HEN9,1,3,3.0,-0.782280068689655,0.4158
C0HG6I,1,7,2.0,-1.1295267496600256,0.4394
C0HOD9,1,7,4.0,0.5089483071613072,0.7332
C0HZ7E,3,0,2.6666666666666665,,0.0
C0I1EM,1,2,7.0,1.9823211620444843,1.0
C0I4EG,1,8,4.0,,0.0
C0I5FT,1,2,7.0,2.0183269954620426,1.0
C0I5NG,1,7,2.0,-0.9960828120098713,0.4414
C0I9YS,1,7,2.0,-1.0142771636672199,0.4326
C0IA8K,3,6,3.6666666666666665,0.8077008754114245,0.7936
C0IC5D,1,3,3.0,-1.39512578557354,0.3394
C0ICB5,1,2,5.0,3.0184890348386744,1.0
C0IFV7,2,8,4.0,1.9145648464762437,1.0
C0IG5B,1,7,4.0,1.924983807529696,1.0
C0IM6J,1,7,4.0,1.9688729820118016,1.0
C0IN2J,2,7,3.0,0.4699396974123929,0.7292
C0IUL1,2,2,6.5,0.6539655153626346,0.5612
C0IWH4,1,2,7.0,1.9823211620444843,1.0
C0IWH9,1,7,2.0,-0.9960828120098713,0.4414
C0J5CR,2,7,1.0,-1.2582741444786232,0.2568
C0J9UP,1,0,2.0,,0.0
C0JC8U,1,3,3.0,-2.828489001870361,0.0
C0JD8S,1,2,6.0,,0.0
C0JKX6,1,8,4.0,0.7025894816973867,1.0
C0JS3R,1,7,4.0,1.520754053046929,1.0
C0JUR8,1,7,4.0,1.924983807529696,1.0
C0K9LY,1,7,3.0,-0.3671943412579966,0.5408
C0KC6J,1,6,5.0,1.8228572347971064,0.9662
C0KM7P,1,2,7.0,2.0183269954620426,1.0
C0KN6P,2,7,1.0,-1.3315948869841592,0.2132
C0KPF8,1,2,5.0,3.0184890348386744,1.0
C0KPN4,1,2,5.0,0.31538442975009784,0.491
C0KW3V,3,0,2.6666666666666665,,0.0
C0KX7H,2,7,1.0,-1.2582741444786232,0.2568
C0KY3B,2,8,4.0,1.9145648464762437,1.0
C0L7UV,2,7,4.0,1.4093205387867351,1.0
C0L7WE,1,3,4.0,,0.0
C0L9DI,1,7,4.0,1.606358629670795,1.0
C0LGN6,1,7,2.0,-0.9997287962492104,0.4394
C0LTV1,1,6,4.0,0.6172559358506726,0.8378
C0LW4G,2,2,6.0,1.277298080837799,1.0
C0M4DW,1,2,6.0,2.3157085085033615,1.0
C0M7FC,2,7,1.0,-1.3315948869841592,0.2132
C0MC8O,1,2,6.0,0.35920688403979606,0.5516
C0MD7S,1,7,2.0,-1.1452529211278295,0.4326
C0MG7X,1,3,4.0,-1.068599226305611,0.4028
C0MHV8,1,8,4.0,-0.1763209483454253,0.6208
C0MNQ9,2,0,2.5,,0.0
C0MW6H,1,7,5.0,1.3841567059466013,1.0
C0N3SX,2,7,4.0,1.924983807529696,1.0
C0N8HB,1,7,2.0,-0.3312537631602874,0.4794
C0NA7R,1,2,7.0,2.0183269954620426,1.0
C0NBT5,2,6,3.5,1.0927595793928717,0.8414
C0NJ9Y,1,2,7.0,3.930389571109573,1.0
C0NO6B,1,2,7.0,1.9823211620444843,1.0
C0NRG1,1,7,2.0,-0.6235674643367874,0.3976
C0NT3J,1,7,2.0,-1.1452529211278295,0.4326
C0NUH8,1,8,5.0,0.92684401954586,0.9306
C0NV9Y,1,3,4.0,-1.0599907561880872,0.4072
C0NVB7,3,7,4.333333333333333,1.3167981147206553,0.8022
C0O2HZ,1,0,3.0,,0.0
C0O2PW,1,7,4.0,1.5328682250498034,1.0
C0O2VG,1,7,2.0,-1.1295267496600256,0.4394
C0O3BJ,1,2,7.0,2.0183269954620426,1.0
C0O3EP,1,6,5.0,1.652501668143813,0.9618
C0O4QY,1,2,7.0,1.9823211620444843,1.0
C0O4XE,1,7,2.0,-0.5295400835902746,0.4322
C0O6SY,1,2,5.0,3.0184890348386744,1.0
C0O6XT,2,7,1.0,-1.3315948869841592,0.2132
C0O8FI,1,8,3.0,0.3548297524368113,0.868
C0OW7X,1,7,5.0,1.3773306820981797,1.0
C0OWL3,1,3,3.0,-0.8945826973761394,0.3386
C0P3JF,1,0,3.0,,0.0
C0P3TI,1,7,4.0,0.5089483071613072,0.7332
C0P4CT,1,2,5.0,0.6523926993808817,0.7584
C0P6AU,1,7,3.0,0.5043736229362217,0.7628
C0PDY6,1,6,4.0,0.6172559358506726,0.8378
C0PF2H,1,7,2.0,-1.1452529211278295,0.4326
C0PFJ9,1,2,6.0,,0.0
C0PU3D,1,2,6.0,,0.0
C0PYI9,1,7,2.0,-1.1249528007014657,0.4414
C0PZC6,1,3,3.0,-0.691156774788627,0.3394
C0Q5YG,1,8,4.0,-0.1763209483454253,0.6208
C0Q8ET,2,7,4.0,1.4265390035918375,1.0
C0Q8WF,2,7,4.0,1.4093205387867351,1.0
C0Q9PK,1,0,3.0,,0.0
C0QA8R,1,2,7.0,1.9102505490428532,1.0
C0QG4W,1,2,7.0,4.513846846116505,1.0
C0QMZ1,1,7,2.0,-1.1295267496600256,0.4394
C0QV9A,1,2,6.0,0.35920688403979606,0.5516
C0QVA6,1,6,4.0,0.6172559358506726,0.8378
C0QX3Y,1,7,2.0,-0.44302054960109444,0.4296
C0R2ZS,2,7,1.0,-1.3315948869841592,0.2132
C0R3EL,1,7,4.0,,0.0
C0R5BV,1,3,3.0,-1.39512578557354,0.3394
C0R6QX,2,8,4.0,1.9145648464762437,1.0
C0R7YW,1,7,5.0,1.3837165944169567,1.0
C0RCX1,1,2,6.0,2.5206485818067255,1.0
C0RCX4,1,2,7.0,2.0183269954620426,1.0
C0RFN9,2,0,2.5,,0.0
C0RKZ2,1,7,3.0,-0.3786258714864339,0.5202
C0RL7W,1,7,2.0,-1.0142771636672199,0.4326
C0RO6U,1,6,4.0,1.3887267902805889,0.9616
C0RT2G,1,2,6.0,0.35920688403979606,0.5516
C0S3TK,1,7,4.0,1.5328682250498034,1.0
C0SA4N,1,7,2.0,-0.9960828120098713,0.4414
C0SCK2,1,8,3.0,0.3548297524368113,0.868
C0SKD7,1,3,4.0,-1.0030941341787356,0.4444
C0SL1R,1,7,4.0,1.520754053046929,1.0
C0STZ3,1,2,7.0,1.9102505490428532,1.0
C0SU3C,2,2,6.0,3.9251645052814124,1.0
C0SWH5,1,0,2.0,,0.0
C0SZJ1,1,6,4.0,0.6172559358506726,0.8378
C0T1HM,1,7,2.0,-1.1452529211278295,0.4326
C0T2VB,1,7,3.0,-0.38229611771471966,0.5258
C0T5IM,2,7,4.0,1.4265390035918375,1.0
C0T8HO,1,2,7.0,1.9823211620444843,1.0
C0TC8Z,1,8,4.0,0.7025894816973867,1.0
C0TE5S,2,7,0.5,-2.3261017975155904,0.0
C0TIU7,1,2,6.0,2.5206485818067255,1.0
C0TL9C,1,7,5.0,1.3837165944169567,1.0
C0TNP8,1,3,3.0,-0.8945826973761394,0.3386
C0TSM8,1,2,7.0,2.0183269954620426,1.0
C0U1CG,2,0,2.5,,0.0
C0U1IR,1,6,4.0,1.3887267902805889,0.9616
C0U2OY,1,7,4.0,1.5328682250498034,1.0
C0U6NB,2,8,4.0,1.9145648464762437,1.0
C0U8JS,1,7,1.0,-2.555121215115803,0.0
C0UDY9,1,2,5.0,0.31538442975009784,0.491
C0UL6E,2,7,3.0,0.4699396974123929,0.7292
C0V5BI,1,2,6.0,2.483537163571127,1.0
C0V7SU,1,3,3.0,-0.8945826973761394,0.3386
C0V8PK,1,7,5.0,1.3841567059466013,1.0
C0V8SK,2,7,1.0,-1.3315948869841592,0.2132
C0W2KX,1,2,6.0,0.3918760975353524,0.5612
C0W2TF,1,0,2.0,,0.0
C0W5IK,1,6,4.0,0.6172559358506726,0.8378
C0W6RQ,1,2,6.0,0.36285633358119973,0.543
C0W7QE,1,7,4.0,1.2291997826967231,1.0
C0W8LS,1,7,2.0,-0.3312537631602874,0.4794
C0W9CT,1,8,4.0,0.7025894816973867,1.0
C0WA7Z,2,3,3.5,-0.2691702808673308,0.4158
C0WB5V,2,7,1.0,-1.2582741444786232,0.2568
C0WEU1,1,2,6.0,2.5206485818067255,1.0
C0WH4U,1,7,4.0,1.9688729820118016,1.0
C0WH5I,1,0,3.0,,0.0
C0WJ7R,2,2,6.0,1.277298080837799,1.0
C0WJX2,1,7,0.0,-2.2636720521473412,0.0368
C0WR9F,2,6,3.5,1.0927595793928717,0.8414
C0WZS7,2,8,4.0,1.9145648464762437,1.0
C0X8ER,2,7,1.5,-1.7338267973698445,0.0
C0X8SG,1,2,6.0,,0.0
C0X9FR,1,7,2.0,-0.7493160229333402,0.4394
C0XC5J,2,7,4.0,1.4265390035918375,1.0
C0XJY2,2,3,3.5,-0.2691702808673308,0.4158
C0XL5Q,1,0,2.0,,0.0
C0XM9Z,1,2,7.0,6.983131358927643,1.0
C0XOB5,1,7,5.0,1.3837165944169567,1.0
C0XWL8,1,7,3.0,-0.5193503351709727,0.459
C0XZ8K,1,2,5.0,0.6523926993808817,0.7584
C0Y1TB,2,2,6.0,0.9821591226678524,1.0
C0Y2EG,1,6,5.0,1.652501668143813,0.9618
C0Y4GH,2,7,1.0,-1.2582741444786232,0.2568
C0Y5PD,1,8,4.0,1.8545328481122596,1.0
C0Y8ZK,1,7,4.0,1.606358629670795,1.0
C0Y9RK,2,7,3.5,0.013255619557448221,0.5386
C0YCU9,1,0,3.0,,0.0
C0YD1F,1,3,3.0,-1.39512578557354,0.3394
C0YD6V,1,2,7.0,6.983131358927643,1.0
C0YFB7,1,7,1.0,,0.0
C0YFP8,1,7,4.0,1.1295267496600256,1.0
C0YG4B,1,2,7.0,1.9823211620444843,1.0
C0YG4M,2,2,6.5,0.6539655153626346,0.5612
C0YGE2,1,6,5.0,1.652501668143813,0.9618
C0YO6I,1,3,3.0,-0.691156774788627,0.3394
C0YTW6,2,8,4.0,1.9145648464762437,1.0
C0Z4MP,1,0,3.0,,0.0
C0Z5PU,2,7,1.0,-1.2582741444786232,0.2568
C0Z6TR,1,7,2.0,-0.9997287962492104,0.4394
C0Z8VB,1,7,4.0,1.924983807529696,1.0
C0ZDY3,1,7,3.0,-0.5114420639404336,0.4624
C0ZGI1,1,2,7.0,6.983131358927643,1.0
C10CHQ,1,7,4.0,1.1295267496600256,1.0
C10EFC,1,2,6.0,,0.0
C10EIB,1,2,7.0,0.8868315668244557,0.8866
C10TNL,1,8,3.0,0.3548297524368113,0.868
C12AFP,2,6,3.5,1.0927595793928717,0.8414
C12CRJ,1,0,2.0,,0.0
C12GLJ,2,7,4.0,1.4265390035918375,1.0
C12HQW,1,3,4.0,0.4090399972778841,0.8386
C12MFU,1,2,7.0,6.983131358927643,1.0
C12RCY,1,7,2.0,-1.1452529211278295,0.4326
C12RPS,2,7,3.0,0.4699396974123929,0.7292
C12VKX,1,7,2.0,-0.9960828120098713,0.4414
C12XTS,1,2,5.0,0.6523926993808817,0.7584
C13AFE,1,7,4.0,1.520754053046929,1.0
C13CZV,1,2,7.0,1.648933815585607,1.0
C13FGZ,1,0,3.0,,0.0
C13IEA,2,6,3.5,1.0927595793928717,0.8414
C13KPA,4,8,4.25,1.1133858627255382,0.7738
C13MHS,1,3,3.0,-0.8945826973761394,0.3386
C13NVH,2,7,3.0,0.4699396974123929,0.7292
C13OZW,2,7,4.0,1.4265390035918375,1.0
C13PBU,1,2,6.0,2.3157085085033615,1.0
C13QYB,1,7,1.0,-2.555121215115803,0.0
C13SAT,1,7,2.0,-0.6235674643367874,0.3976
C13WGE,2,2,6.0,1.277298080837799,1.0
C14GTU,1,7,4.0,1.520754053046929,1.0
C14JRV,1,2,7.0,1.648933815585607,1.0
C14NAT,1,0,2.0,,0.0
C14NZO,1,6,4.0,1.841630193107093,1.0
C14OBS,1,3,3.0,-0.691156774788627,0.3394
C14SFO,1,2,7.0,6.983131358927643,1.0
C14SYJ,1,7,4.0,1.1249528007014657,1.0
C14VJA,1,7,1.0,-2.5592934489757653,0.0
C14XBZ,1,7,2.0,-1.1295267496600256,0.4394
C14YFA,1,8,4.0,1.8545328481122596,1.0
C14ZPK,2,7,1.0,-1.3315948869841592,0.2132
C15BDE,1,2,5.0,0.6523926993808817,0.7584
C15BDL,1,7,4.0,1.9688729820118016,1.0
C15DMN,1,6,5.0,1.652501668143813,0.9618
C15NJF,1,3,3.0,-0.782280068689655,0.4158
C15YTW,1,2,6.0,,0.0
C15YWK,1,0,3.0,,0.0
C16EAZ,1,2,6.0,,0.0
C16EYF,1,7,4.0,1.924983807529696,1.0
C16HLY,2,7,3.0,0.4699396974123929,0.7292
C16JKI,2,7,1.5,-1.7338267973698445,0.0
C16NRY,1,8,3.0,0.3548297524368113,0.868
C16RZH,1,7,2.0,-0.6235674643367874,0.3976
C16UXT,1,2,6.0,0.35920688403979606,0.5516
C16XST,1,2,6.0,2.3157085085033615,1.0
C16ZLE,1,7,4.0,,0.0
C17DPA,1,6,4.0,,0.0
C17FPH,1,2,7.0,2.0183269954620426,1.0
C17HUI,1,0,2.0,,0.0
C17IUE,1,3,3.0,-0.691156774788627,0.3394
C17PCM,1,7,0.0,-2.2078606098047735,0.0328
C17PUR,1,7,4.0,1.1249528007014657,1.0
C17RXP,2,7,3.0,0.4699396974123929,0.7292
C17RZG,3,8,4.0,1.2390348758532934,0.9752
C17UMV,1,6,4.0,1.3887267902805889,0.9616
C17UYM,1,7,4.0,,0.0
C17VLR,2,7,1.0,-1.3315948869841592,0.2132
C18HKQ,2,2,6.0,7.29042118912795,1.0
C18ILO,1,2,5.0,0.31538442975009784,0.491
C18MVS,1,0,3.0,,0.0
C18OJH,1,2,7.0,2.0183269954620426,1.0
C18VUC,2,3,3.5,-0.2691702808673308,0.4158
C19BET,2,7,1.0,-1.2582741444786232,0.2568
C19EZB,1,7,2.0,-1.1295267496600256,0.4394
C19KMH,1,7,4.0,1.606358629670795,1.0
C19LBX,1,7,4.0,1.1295267496600256,1.0
C19NOL,1,8,5.0,1.844932485038597,1.0
C19PBH,2,6,3.5,1.0927595793928717,0.8414
C19PJE,3,7,1.3333333333333333,-1.5740119029108115,0.0338
C19SVO,1,2,6.0,0.35920688403979606,0.5516
C19TDW,1,0,3.0,,0.0
C19UCA,1,2,6.0,,0.0
C19WFZ,1,2,7.0,2.0183269954620426,1.0
C1A5QE,2,3,3.5,-0.2691702808673308,0.4158
C1ABC5,1,7,1.0,-2.555121215115803,0.0
C1AF9L,1,7,4.0,1.606358629670795,1.0
C1AH3S,1,7,2.0,-0.3312537631602874,0.4794
C1AKH9,1,6,4.0,1.841630193107093,1.0
C1AN2Q,1,2,7.0,4.513846846116505,1.0
C1B0RC,1,8,4.0,1.8545328481122596,1.0
C1B7MR,1,7,4.0,1.9688729820118016,1.0
C1BDP7,2,2,6.0,0.9821591226678524,1.0
C1BG2L,1,7,2.0,-0.6235674643367874,0.3976
C1BLZ5,1,0,3.0,,0.0
C1BM2O,1,2,7.0,2.0183269954620426,1.0
C1BNT0,1,7,3.0,-0.3786258714864339,0.5202
C1BQF4,1,7,4.0,1.924983807529696,1.0
C1BR4N,1,7,2.0,-1.1452529211278295,0.4326
C1BUW4,1,6,5.0,1.8228572347971064,0.9662
C1C0UT,2,2,6.0,2.3157085085033615,1.0
C1C2LM,1,3,3.0,-1.39512578557354,0.3394
C1C2ZX,1,7,4.0,1.9688729820118016,1.0
C1C3SJ,1,8,3.0,0.3548297524368113,0.868
C1C6FM,1,7,2.0,-0.9960828120098713,0.4414
C1C8ZV,1,2,6.0,,0.0
C1CA4M,1,0,2.0,,0.0
C1CB2R,1,2,5.0,0.6523926993808817,0.7584
C1CI9G,1,7,2.0,-1.1295267496600256,0.4394
C1CIU0,1,7,4.0,1.924983807529696,1.0
C1CNH9,1,2,7.0,6.983131358927643,1.0
C1CO9H,2,7,1.0,-1.2582741444786232,0.2568
C1CPO0,1,3,4.0,,0.0
C1CR9Y,1,2,6.0,,0.0
C1CY7D,1,6,4.0,0.6172559358506726,0.8378
C1CZ3O,1,7,4.0,1.9688729820118016,1.0
C1D0ZQ,1,8,5.0,1.844932485038597,1.0
C1D3YU,1,7,2.0,-0.9960828120098713,0.4414
C1D4TK,1,0,3.0,,0.0
C1D8GP,1,2,7.0,0.9160549331899167,0.8898
C1D8YQ,2,2,6.0,3.9251645052814124,1.0
C1DAW5,1,7,4.0,1.606358629670795,1.0
C1DCG4,1,7,3.0,-0.3786258714864339,0.5202
C1DF7C,1,3,3.0,-0.8945826973761394,0.3386
C1DSG0,1,2,7.0,1.9823211620444843,1.0
C1DVM6,1,7,4.0,1.520754053046929,1.0
C1DW2N,1,6,4.0,0.6172559358506726,0.8378
C1DYB4,1,7,1.0,-2.555121215115803,0.0
C1E0CL,2,8,4.0,1.9145648464762437,1.0
C1E4BJ,1,0,3.0,,0.0
C1E5YI,1,7,2.0,-1.1249528007014657,0.4414
C1E7HF,3,7,4.333333333333333,1.3272855784795106,0.8052
C1E8PU,1,2,7.0,1.9823211620444843,1.0
C1E9BA,2,3,3.5,-0.2691702808673308,0.4158
C1EF4L,1,2,6.0,2.3157085085033615,1.0
C1EH5P,1,2,6.0,,0.0
C1EH6C,1,7,2.0,-0.3312537631602874,0.4794
C1EI3C,2,7,4.0,1.4093205387867351,1.0
C1ELZ5,1,6,4.0,0.7796433152227706,0.8886
C1EO7I,2,7,1.0,-1.2582741444786232,0.2568
C1EQN3,2,8,4.0,1.9145648464762437,1.0
C1ET9C,1,7,2.0,-0.6235674643367874,0.3976
C1EVH2,1,0,2.0,,0.0
C1FA4Y,1,2,5.0,0.6523926993808817,0.7584
C1FC5U,1,2,5.0,0.31538442975009784,0.491
C1FH9Q,1,2,6.0,2.3157085085033615,1.0
C1FIE4,1,7,2.0,-0.29926708707189487,0.5114
C1FKW6,1,7,4.0,1.520754053046929,1.0
C1FM8B,1,3,3.0,-0.691156774788627,0.3394
C1FTX3,1,7,5.0,1.3815225931745163,1.0
C1FZ5O,1,7,2.0,-0.5295400835902746,0.4322
C1GAT7,1,6,4.0,,0.0
C1GDE4,1,7,2.0,-0.9960828120098713,0.4414
C1GDL2,1,8,3.0,0.3548297524368113,0.868
C1GH5L,1,2,7.0,1.9102505490428532,1.0
C1GOE5,2,6,3.5,1.0927595793928717,0.8414
C1GT9Y,1,0,2.0,,0.0
C1H3KN,1,2,6.0,,0.0
C1H4NB,2,2,6.5,3.291634196489932,1.0
C1H6FT,1,7,3.0,-0.3786258714864339,0.5202
C1HI5B,1,7,4.0,0.5089483071613072,0.7332
C1HJO0,1,3,3.0,-0.691156774788627,0.3394
C1HNT9,2,7,4.5,0.9367273946744817,0.7378
C1HQL7,2,7,1.0,-1.2582741444786232,0.2568
C1HSE0,1,2,5.0,0.31538442975009784,0.491
C1HW4B,4,7,1.75,-1.2531252216005602,0.192
