Drug,N.Targets,N.Seedgenes,d,zscore,pvalue
C5MSF6,1,8,4.0,0.695666129722494,1.0
C5MZ7R,1,8,5.0,1.0733557393491486,0.9558
C5MZV6,1,8,4.0,1.9813929507577783,1.0
C5N0CA,1,7,4.0,1.5962465494524067,1.0
C5N0JC,2,7,3.0,0.47063608408844565,0.7106
C5NB9Z,1,7,4.0,0.523378643754551,0.744
C5NEM0,3,7,3.3333333333333335,0.29776496573761274,0.5522
C5NFP2,1,7,0.0,-2.1778657219114264,0.0364
C5NH3V,1,6,4.0,0.7101624483479965,0.8158
C5NI9F,1,6,5.0,1.7451090210016993,1.0
C5NJS7,1,7,5.0,1.4448941932114883,1.0
C5NPU9,1,3,3.0,-0.8675371198546048,0.34
C5NQ9I,1,8,4.0,1.4240576217653766,1.0
C5NR3C,1,8,5.0,1.0733557393491486,0.9558
C5NYW0,1,7,4.0,1.1415279827588392,1.0
C5NZQ7,1,8,4.0,1.9813929507577783,1.0
C5O1SY,2,7,3.0,0.47063608408844565,0.7106
C5O2NT,1,7,4.0,1.572888606796108,1.0
C5O3XJ,1,6,5.0,1.7415240845229014,1.0
C5O6GN,1,7,2.0,-1.135969198191385,0.4366
C5O7SB,1,6,5.0,1.7306220599686812,1.0
C5O8IC,2,7,3.0,0.4800735597720726,0.7052
C5OA0I,2,7,4.0,1.4870216943165915,1.0
C5OAB7,2,3,3.5,-0.24722728548983278,0.4174
C5OGF6,1,8,5.0,1.1377606148835298,0.9734
C5OQJ8,2,7,3.0,0.47063608408844565,0.7106
C5OZ7S,1,8,4.0,0.6789985379354494,1.0
C5P1NG,2,7,4.0,1.4449889004963703,1.0
C5PBW9,2,7,4.0,1.4359133918445086,1.0
C5PCH8,1,8,4.0,1.9813929507577783,1.0
C5PCQ0,2,6,4.0,1.6810573434535199,1.0
C5PJZ9,1,7,1.0,-2.570542569652422,0.0
C5PM7A,1,7,3.0,-0.4153118079088991,0.5022
C5PMK2,1,6,4.0,,0.0
C5PN8T,1,7,5.0,1.4448941932114883,1.0
C5PSA8,1,3,4.0,,0.0
C5PU7I,1,8,4.0,0.695666129722494,1.0
C5PXQ4,1,8,4.0,1.1609632674894994,1.0
C5PZ8G,1,7,3.0,,0.0
C5Q0GB,1,7,4.0,1.9504796573716667,1.0
C5Q0HA,1,8,4.0,1.9813929507577783,1.0
C5Q3PB,1,7,4.0,,0.0
C5Q7KO,1,6,5.0,3.1014741544659046,1.0
C5QE3H,1,3,3.0,-0.8675371198546048,0.34
C5QM2G,2,6,4.0,1.6810573434535199,1.0
C5QM2O,1,7,2.0,-1.596898537652087,0.1462
C5QWZ2,1,7,4.0,1.13550750300352,1.0
C5R2QD,1,7,4.0,1.584448948857971,1.0
C5R3PF,1,8,4.0,0.16144620615734115,0.7576
C5R6PO,2,7,3.0,0.47063608408844565,0.7106
C5R7EZ,1,7,4.0,1.572888606796108,1.0
C5RAT7,1,8,4.0,0.6789985379354494,1.0
C5RDW1,1,8,4.0,0.6988133454480576,1.0
C5RGQ2,1,7,5.0,1.3869136144592125,1.0
C5RI6D,1,6,4.0,0.711238826399057,0.8164
C5RI9B,1,7,4.0,1.13550750300352,1.0
C5RK3H,1,3,4.0,0.4118639577189281,0.8366
C5RY0Q,1,6,5.0,1.7415240845229014,1.0
C5S6PX,1,7,3.0,0.5133530642590883,0.7758
C5S8DT,1,7,1.0,-1.859934639656425,0.1436
C5S8QO,1,7,4.0,1.9468088476825218,1.0
C5SA9D,1,7,4.0,1.584448948857971,1.0
C5SAU7,1,8,5.0,2.7376619298988065,1.0
C5SG9H,2,8,4.5,1.3959535543946435,1.0
C5SGK0,1,7,5.0,1.3854717845455584,1.0
C5SH1R,2,8,4.5,1.8898536159700994,1.0
C5SH4P,1,6,4.0,1.1135853135078126,1.0
C5SIU2,1,7,3.0,-0.4402341097054522,0.4942
C5SM4O,2,7,3.0,0.4800735597720726,0.7052
C5SMC3,1,3,3.0,-0.8675371198546048,0.34
C5SO0J,1,6,5.0,1.7415240845229014,1.0
C5T2IQ,1,7,1.0,,0.0
C5T7NA,1,7,4.0,1.584448948857971,1.0
C5T8DB,1,7,4.0,,0.0
C5T8YX,1,8,5.0,1.1474315550924723,0.9714
C5TED6,1,7,4.0,1.5962465494524067,1.0
C5TFJ0,1,8,5.0,1.1090132227693161,0.9568
C5TJ4U,1,8,4.0,0.12711442417987334,0.7436
C5TM4L,1,7,2.0,-0.3275625354090267,0.4872
C5TQ7X,3,7,1.3333333333333333,-1.203686228800275,0.24
C5TSO8,1,7,4.0,1.9468088476825218,1.0
C5TWM3,1,3,3.0,-0.8675371198546048,0.34
C5TY8F,2,6,4.0,1.6810573434535199,1.0
C5UFR2,1,6,4.0,0.711238826399057,0.8164
C5UJN8,1,7,2.0,-0.28671518972213306,0.505
C5UMV6,2,7,4.0,1.4870216943165915,1.0
C5UOC7,2,8,4.5,2.161211553830422,1.0
C5UPA9,1,8,4.0,0.6988133454480576,1.0
C5USP1,1,7,4.0,1.54117848044927,1.0
C5UTG9,1,8,4.0,0.12711442417987334,0.7436
C5UTI9,2,3,3.5,-0.24722728548983278,0.4174
C5V1GK,1,7,4.0,,0.0
C5V2SN,1,7,3.0,,0.0
C5V3PQ,1,7,4.0,1.611399873155263,1.0
C5V4TQ,1,6,3.0,0.7533492691677961,0.8834
C5V7GK,2,7,1.0,-1.2350755531153077,0.265
C5VBY3,2,8,4.5,2.1400162004450056,1.0
C5VN6I,2,6,4.0,1.6810573434535199,1.0
C5VNO3,1,8,4.0,0.695666129722494,1.0
C5VPH9,3,7,3.0,0.11271673552770489,0.5632
C5VZ2J,1,7,4.0,1.9504796573716667,1.0
C5W0GC,1,8,5.0,1.0764183316736406,0.9558
C5W1VC,1,7,5.0,1.444341815821836,1.0
C5WE8L,1,7,3.0,1.1281521496355325,1.0
C5WF3A,1,3,3.0,-0.6859570713387996,0.3414
C5WOZ3,2,7,4.0,1.4359133918445086,1.0
C5WQV7,1,7,2.0,-1.5900149577957605,0.143
C5WS6R,1,6,3.0,0.7533492691677961,0.8834
C5WX2V,1,8,4.0,0.16144620615734115,0.7576
C5X1NZ,3,8,4.333333333333333,1.8293502491880287,0.9686
C5X3IH,1,6,5.0,3.0611113403989534,1.0
C5X7PO,1,7,4.0,1.584448948857971,1.0
C5XBK1,1,7,5.0,1.3854717845455584,1.0
C5XC9Q,1,7,2.0,-0.3275625354090267,0.4872
C5XDF4,1,8,5.0,1.0733557393491486,0.9558
C5XE1O,2,7,3.0,0.4800735597720726,0.7052
C5XJ1T,2,3,3.5,-0.24722728548983278,0.4174
C5XY8U,1,7,4.0,1.1336630699305303,1.0
C5Y0KP,1,7,2.0,-1.0049268320308529,0.4366
C5Y3IP,2,8,4.5,2.161211553830422,1.0
C5Y3OZ,1,6,5.0,1.7451090210016993,1.0
C5Y4DU,2,6,4.0,1.6810573434535199,1.0
C5Y4PN,1,8,4.0,1.9813929507577783,1.0
C5Y8PF,1,7,3.0,,0.0
C5YF0D,1,7,5.0,1.4454043619180326,1.0
C5YNE8,2,7,4.0,1.4449889004963703,1.0
C5YO8Q,1,7,3.0,1.1355075030035207,1.0
C5YRK9,1,8,5.0,,0.0
C5YSV2,2,3,3.5,-0.24722728548983278,0.4174
C5YWB1,1,8,5.0,1.1474315550924723,0.9714
C5YWM9,1,7,1.0,-2.570542569652422,0.0
C5Z0IM,1,6,4.0,,0.0
C5Z3LI,2,7,4.5,1.586863471168264,1.0
C5Z3XD,1,7,3.0,-0.4402341097054522,0.4942
C5ZAL0,2,6,4.0,1.6810573434535199,1.0
C5ZC7N,1,8,4.0,1.9813929507577783,1.0
C5ZF3W,1,8,5.0,1.1289000433214942,0.9558
C5ZMH7,1,7,2.0,-0.28671518972213306,0.505
C5ZN6X,1,7,4.0,1.584448948857971,1.0
C5ZOX0,1,6,5.0,1.7451090210016993,1.0
C5ZY9R,1,7,4.0,1.54117848044927,1.0
C60CES,1,8,4.0,1.4240576217653766,1.0
C60EVZ,2,3,3.5,-0.3344726117472851,0.3414
C60GAV,1,7,0.0,-2.1778657219114264,0.0364
C60IFP,1,7,3.0,,0.0
C60JSN,1,8,4.0,0.6988133454480576,1.0
C60JTA,2,7,4.0,1.4359133918445086,1.0
C60POD,1,6,5.0,1.7415240845229014,1.0
C60PZX,1,8,4.0,0.6789985379354494,1.0
C60QOE,1,7,4.0,1.9638240113763203,1.0
C60QVD,1,7,4.0,1.13550750300352,1.0
C60XUQ,1,6,3.0,0.7533492691677961,0.8834
C61BOQ,2,7,4.0,1.4449889004963703,1.0
C61HVA,2,3,3.5,-0.24722728548983278,0.4174
C61JUL,1,7,3.0,-0.44024722492611185,0.4936
C61KPI,1,8,4.0,1.5842730717614362,1.0
C61NCW,2,7,1.0,-1.2350755531153077,0.265
C61OIQ,1,8,4.0,1.9813929507577783,1.0
C61OYM,1,7,4.0,1.572888606796108,1.0
C61SQJ,1,7,3.0,0.12708884571667364,0.5632
C61TIG,1,7,4.0,0.5679375924567232,0.7598
C61WDP,2,6,4.0,1.6810573434535199,1.0
C62BHG,1,8,4.0,1.1274228622243232,1.0
C62EVK,1,6,5.0,3.1014741544659046,1.0
C62KDF,2,3,3.5,-0.24722728548983278,0.4174
C62MCY,1,7,4.0,1.54117848044927,1.0
C62SQG,1,7,2.0,-0.3275625354090267,0.4872
C63AQL,2,8,4.5,2.161211553830422,1.0
C63DSB,1,8,4.0,0.6988133454480576,1.0
C63TSK,1,7,4.0,,0.0
C63VLU,1,7,2.0,-0.7458436266339602,0.4366
C63WLY,1,6,3.0,0.7409079895929546,0.8778
C63YHD,1,7,5.0,1.4454043619180326,1.0
C63YSG,1,6,5.0,1.7451090210016993,1.0
C64ETP,2,8,4.5,1.8898536159700994,1.0
C64IGY,1,7,2.0,-0.28671518972213306,0.505
C64JCR,1,3,4.0,-1.0319722228318309,0.422
C64MTI,1,7,4.0,1.54117848044927,1.0
C64OBX,1,7,4.0,0.523378643754551,0.744
C64QBH,1,8,4.0,0.46163794440848754,0.8818
C64TVL,1,7,2.0,-0.3275625354090267,0.4872
C64VMH,1,8,4.0,0.695666129722494,1.0
C64WLQ,1,7,2.0,-1.135969198191385,0.4366
C65BKQ,1,6,3.0,0.7409079895929546,0.8778
C65DNI,1,7,2.0,-0.28671518972213306,0.505
C65KQW,2,7,4.5,0.9918105711853614,0.757
C65KZS,1,7,4.0,1.54117848044927,1.0
C65LAB,1,3,3.0,-0.6859570713387996,0.3414
C65NIO,1,8,4.0,1.1609632674894994,1.0
C65NKC,1,6,4.0,0.7107356601080863,0.818
C65QNK,1,8,4.0,2.886751345948129,1.0
C65UMS,1,7,3.0,0.5133530642590883,0.7758
C65WOR,2,7,4.0,1.4359133918445086,1.0
C65XRV,2,7,1.0,-1.2350755531153077,0.265
C65YWX,1,8,4.0,1.4240576217653766,1.0
C67DER,1,3,3.0,-0.6859570713387996,0.3414
C67HDT,1,6,5.0,1.7415240845229014,1.0
C67KRY,2,7,3.0,0.4800735597720726,0.7052
C67TJQ,1,8,4.0,1.1274228622243232,1.0
C67ULC,1,7,4.0,1.5962465494524067,1.0
C67VHW,2,7,4.0,1.9638240113763203,1.0
C67WIJ,1,6,5.0,1.7451090210016993,1.0
C67WVQ,2,8,4.5,2.1400162004450056,1.0
C67XLD,1,7,3.0,1.1281521496355325,1.0
C67ZGX,1,7,2.0,-1.135969198191385,0.4366
C68DAQ,2,7,4.0,1.4359133918445086,1.0
C68GYC,1,8,4.0,0.16144620615734115,0.7576
C68HYN,1,8,4.0,1.1609632674894994,1.0
C68KGE,1,7,5.0,1.3869136144592125,1.0
C68NQP,1,3,3.0,-2.8296490616540746,0.0
C68OFC,1,6,4.0,0.7101624483479965,0.8158
C68OGL,1,7,4.0,1.584448948857971,1.0
C68QVP,2,7,3.0,0.4800735597720726,0.7052
C68RKH,1,6,4.0,0.711238826399057,0.8164
C68SYL,2,8,4.5,2.1400162004450056,1.0
C68UYS,4,7,3.25,0.454481856792829,0.56
C68XOD,1,7,2.0,-0.5129902286090208,0.4326
C68ZCN,1,7,4.0,1.9468088476825218,1.0
C69FBX,2,8,4.5,2.161211553830422,1.0
C69FMK,1,8,4.0,1.1274228622243232,1.0
C69IYD,1,3,3.0,-0.8675371198546048,0.34
C69PMH,1,6,4.0,0.7101624483479965,0.8158
C69RIT,2,7,4.0,1.4870216943165915,1.0
C69THL,1,7,5.0,1.3854717845455584,1.0
C69UHM,1,7,3.0,0.5283701314240782,0.7754
C69WHT,2,6,4.0,1.6740470595167822,1.0
C69XAB,2,8,4.5,2.1400162004450056,1.0
C69XPN,2,7,1.5,-1.7122233072777935,0.0
C69YAB,1,7,5.0,1.3864453764062856,1.0
C69YHV,1,3,4.0,,0.0
C6A8YO,2,8,4.5,1.8898536159700994,1.0
C6AB5O,1,8,5.0,,0.0
C6AJ8U,1,7,3.0,1.1281521496355325,1.0
C6AO0T,1,7,4.0,1.9504796573716667,1.0
C6AV1O,2,8,4.5,2.1400162004450056,1.0
C6AV2I,1,7,3.0,0.5283701314240782,0.7754
C6AWI9,2,6,4.0,1.6810573434535199,1.0
C6AZ2R,1,7,5.0,1.4454043619180326,1.0
C6AZ8M,1,6,4.0,,0.0
C6B1KJ,1,7,0.0,-2.1778657219114264,0.0364
C6B5FO,2,3,3.5,-0.24722728548983278,0.4174
C6B5JQ,2,7,4.0,1.4359133918445086,1.0
C6B7OI,2,8,4.5,2.161211553830422,1.0
C6B7YP,1,6,5.0,1.7451090210016993,1.0
C6BAV3,1,8,4.0,0.4381859755689709,0.8716
C6BCF7,1,7,4.0,1.9504796573716667,1.0
C6BCJ3,1,8,4.0,2.886751345948129,1.0
C6BDE1,2,7,3.0,0.4800735597720726,0.7052
C6BIK2,1,7,3.0,-0.4402341097054522,0.4942
C6BK8D,1,6,5.0,1.7415240845229014,1.0
C6BPR2,2,7,1.0,-1.5146979682216961,0.1432
C6BPT7,1,7,5.0,1.4019886403273636,1.0
C6BQ7R,1,3,3.0,-0.7415416217110703,0.4314
C6BQE5,1,7,3.0,0.7102548769634146,0.8554
C6BV4N,1,6,5.0,1.7451090210016993,1.0
C6BWZ8,1,8,4.0,1.4240576217653766,1.0
C6C0VR,1,7,4.0,1.54117848044927,1.0
C6CDB7,1,8,4.0,0.14101275123294424,0.7416
C6CFS9,1,8,5.0,,0.0
C6CHI8,1,7,3.0,0.5283701314240782,0.7754
C6CT7I,1,7,3.0,0.5133530642590883,0.7758
C6CUN1,1,6,5.0,3.0611113403989534,1.0
C6CVK4,1,7,5.0,1.444341815821836,1.0
C6CWQ8,3,7,1.3333333333333333,-1.6305523399409816,0.0176
C6CZB1,1,7,4.0,1.9468088476825218,1.0
C6D0JM,2,3,3.5,-0.24722728548983278,0.4174
C6D2SM,2,6,4.5,1.3113044517957484,1.0
C6D5GL,1,8,5.0,1.0733557393491486,0.9558
C6DE1S,1,7,4.0,1.1415279827588392,1.0
C6DKW8,1,8,5.0,1.1474315550924723,0.9714
C6DLN9,2,8,4.5,2.1400162004450056,1.0
C6DYT1,1,7,2.0,-0.28671518972213306,0.505
C6DZ3F,2,7,3.0,0.47063608408844565,0.7106
C6DZN3,1,7,4.0,1.611399873155263,1.0
C6E3OL,3,6,4.333333333333333,1.66788941304087,1.0
C6E5BT,1,7,4.0,1.281271075117192,1.0
C6E7CQ,1,7,2.0,-1.0049268320308529,0.4366
C6ECI7,2,3,3.5,-0.24722728548983278,0.4174
C6EJR2,1,6,5.0,3.1014741544659046,1.0
C6EOM7,1,8,4.0,1.1274228622243232,1.0
C6ES7P,1,8,4.0,0.695666129722494,1.0
C6EU4A,1,7,4.0,1.54117848044927,1.0
C6EU4D,1,8,5.0,1.1090132227693161,0.9568
C6EUK9,2,7,3.0,0.4800735597720726,0.7052
C6EWL9,2,7,4.0,1.4359133918445086,1.0
C6EXU9,1,7,4.0,1.6450023509957834,1.0
C6F1CD,2,7,3.0,0.47063608408844565,0.7106
C6F2RG,1,6,5.0,1.7451090210016993,1.0
C6F5DQ,1,6,5.0,1.7415240845229014,1.0
C6F7OI,2,7,1.0,-1.2350755531153077,0.265
C6F7RD,1,3,3.0,-0.8675371198546048,0.34
C6FEG3,1,8,4.0,0.695666129722494,1.0
C6FGQ1,1,8,4.0,1.1609632674894994,1.0
C6FQ4X,1,7,4.0,0.5171770699568558,0.7362
C6FV1K,1,7,4.0,1.13550750300352,1.0
C6FX3E,1,7,4.0,1.572888606796108,1.0
C6G5SF,2,8,4.5,2.1400162004450056,1.0
C6G7RF,2,7,4.0,1.9638240113763203,1.0
C6G9YM,2,7,3.0,0.47063608408844565,0.7106
C6GA9C,1,6,4.0,,0.0
C6GH7X,1,7,0.0,-2.1778657219114264,0.0364
C6GJD3,1,6,5.0,3.1014741544659046,1.0
C6GW8L,1,3,3.0,-0.6859570713387996,0.3414
C6GZ1O,1,8,4.0,1.1609632674894994,1.0
C6H0FR,1,8,4.0,0.16144620615734115,0.7576
C6H2YQ,1,7,5.0,1.3869136144592125,1.0
C6H8EV,1,7,3.0,1.1355075030035207,1.0
C6HAI8,1,6,4.0,,0.0
C6HBM9,1,8,4.0,0.6988133454480576,1.0
C6HBO1,1,7,3.0,-0.44024722492611185,0.4936
C6HC1V,1,7,4.0,1.572888606796108,1.0
C6HUB8,1,7,4.0,,0.0
C6HW1C,1,7,0.0,-2.1778657219114264,0.0364
C6HW4E,1,3,3.0,-0.8675371198546048,0.34
C6HXS1,1,8,4.0,1.1274228622243232,1.0
C6I1OF,2,6,4.5,1.3113044517957484,1.0
C6I7GM,1,6,4.0,,0.0
C6I8BY,1,8,4.0,0.695666129722494,1.0
C6I8MK,1,7,4.0,1.9504796573716667,1.0
C6IAB4,3,7,4.333333333333333,1.4001918540868081,0.8204
C6IC2T,2,7,3.0,0.47063608408844565,0.7106
C6IFM5,2,7,3.0,0.4800735597720726,0.7052
C6IH1C,1,8,5.0,1.1090132227693161,0.9568
C6IJ5S,1,7,4.0,1.572888606796108,1.0
C6IM0U,1,7,2.0,-0.5129902286090208,0.4326
C6IQ2P,1,3,3.0,-1.388925990521828,0.3414
C6IW2P,1,6,3.0,0.7409079895929546,0.8778
C6IX7F,1,6,4.0,,0.0
C6J0ZC,1,8,4.0,1.4240576217653766,1.0
C6J1OV,1,8,4.0,1.1609632674894994,1.0
C6J4OQ,1,7,4.0,1.1415279827588392,1.0
C6J5TG,1,7,3.0,0.5283701314240782,0.7754
C6J9TX,1,7,3.0,1.1281521496355325,1.0
C6JCE7,1,8,4.0,2.886751345948129,1.0
C6JCV4,1,6,4.0,1.1135853135078126,1.0
C6JF2R,1,7,4.0,1.6450023509957834,1.0
C6JLQ8,2,7,4.0,1.4359133918445086,1.0
C6JO8A,1,3,3.0,-0.6859570713387996,0.3414
C6JUS7,1,7,2.0,-1.135969198191385,0.4366
C6JVF0,2,8,4.5,1.8898536159700994,1.0
C6K3TO,2,6,4.0,1.6810573434535199,1.0
C6K4IV,2,8,4.5,2.161211553830422,1.0
C6K8DG,1,7,3.0,1.1281521496355325,1.0
C6K8NC,1,7,4.0,1.9504796573716667,1.0
C6KI1S,1,7,3.0,-0.4160003701351663,0.5044
C6KLR5,2,6,4.0,1.6740470595167822,1.0
C6KQ2U,1,8,4.0,1.9813929507577783,1.0
C6KX2V,1,7,4.0,1.1336630699305303,1.0
C6L5HF,2,3,3.5,-0.24722728548983278,0.4174
C6L9UI,1,7,0.0,-2.1778657219114264,0.0364
C6LAW0,2,7,4.5,0.9918105711853614,0.757
C6LG5T,1,8,4.0,1.1609632674894994,1.0
C6LHG1,1,6,3.0,0.7409079895929546,0.8778
C6LM0T,1,8,5.0,1.1377606148835298,0.9734
C6LQ9S,1,7,5.0,1.3869136144592125,1.0
C6LR7V,1,7,3.0,1.1281521496355325,1.0
C6M1OS,1,7,3.0,0.5283701314240782,0.7754
C6M1YO,1,6,5.0,1.7451090210016993,1.0
C6M9EW,1,7,3.0,0.303342324104058,0.7062
C6M9TQ,1,8,5.0,1.1090132227693161,0.9568
C6MEZ0,1,3,3.0,-0.6859570713387996,0.3414
C6MH2U,2,7,1.0,-1.2350755531153077,0.265
C6MK9B,1,7,4.0,1.584448948857971,1.0
C6MLR7,1,8,5.0,1.0776974269639927,0.9564
C6MWK4,1,8,4.0,1.5842730717614362,1.0
C6MYZ0,1,7,4.0,1.54117848044927,1.0
C6N8CB,1,6,5.0,1.7415240845229014,1.0
C6N9JD,1,7,4.0,1.1281521496355325,1.0
C6NB5M,1,6,3.0,0.7533492691677961,0.8834
C6NCQ1,3,7,4.0,1.8060746109207062,1.0
C6NL1Z,1,7,2.0,-0.28671518972213306,0.505
C6NM7V,2,8,4.5,2.1400162004450056,1.0
C6NQ9Y,1,3,4.0,-1.0352848562116204,0.4208
C6NR7U,1,7,2.0,-1.0049268320308529,0.4366
C6NUD0,1,7,5.0,1.4448941932114883,1.0
C6NVW5,2,8,4.5,1.3964526143676657,1.0
C6NWV2,1,6,5.0,1.7415240845229014,1.0
C6NXA4,1,7,3.0,-0.4402341097054522,0.4942
C6O0VF,1,8,4.0,0.16144620615734115,0.7576
C6O3MQ,1,7,4.0,1.2317493116393468,1.0
C6O5WH,1,6,5.0,3.1014741544659046,1.0
C6O8ZD,2,7,3.0,0.4800735597720726,0.7052
C6O9CT,2,7,4.0,1.4359133918445086,1.0
C6ODX3,2,3,3.5,-0.24722728548983278,0.4174
C6OI5V,2,8,4.5,2.1400162004450056,1.0
C6OR8X,1,7,1.0,-2.570542569652422,0.0
C6OSI9,1,8,4.0,1.1609632674894994,1.0
C6OT2C,1,7,4.0,1.9638240113763203,1.0
C6OTY5,1,8,4.0,1.4240576217653766,1.0
C6OX1S,1,7,2.0,-0.3275625354090267,0.4872
C6OX7Q,2,6,4.0,1.6810573434535199,1.0
C6P0UZ,1,6,5.0,3.1014741544659046,1.0
C6P0ZM,2,7,4.0,1.4449889004963703,1.0
C6P1CX,2,7,4.0,1.4905218288078754,1.0
C6P4BO,1,3,4.0,-1.0319722228318309,0.422
C6PBW7,2,7,3.0,0.4800735597720726,0.7052
C6PHF1,1,7,2.0,-0.5129902286090208,0.4326
C6PHG5,2,8,4.5,1.8898536159700994,1.0
C6PNG8,3,8,4.666666666666667,1.5879011882063094,0.9498
C6PU9H,1,6,5.0,1.7415240845229014,1.0
C6PVS9,1,8,4.0,0.695666129722494,1.0
C6PW2K,1,7,3.0,1.1281521496355325,1.0
C6PXR2,1,7,4.0,1.584448948857971,1.0
C6Q0NX,1,6,3.0,0.7533492691677961,0.8834
C6Q4ZP,1,7,4.0,,0.0
C6Q7NH,1,3,3.0,-1.388925990521828,0.3414
C6QE2T,1,7,2.0,-1.0049268320308529,0.4366
C6QJ8L,1,7,3.0,1.1355075030035207,1.0
C6QJA2,1,7,4.0,1.9468088476825218,1.0
C6QJH5,1,8,4.0,0.12711442417987334,0.7436
C6QJW9,1,6,5.0,1.7415240845229014,1.0
C6QU4T,1,7,4.0,1.9504796573716667,1.0
C6QU9I,2,8,4.5,2.1400162004450056,1.0
C6R2IK,1,7,4.0,1.1281521496355325,1.0
C6R2PY,1,8,5.0,1.1474315550924723,0.9714
C6R3GO,1,7,5.0,1.4454043619180326,1.0
C6R4MV,3,6,4.333333333333333,1.6236568711900623,0.8662
C6R4UE,1,3,3.0,-0.8675371198546048,0.34
C6R8KC,2,7,1.0,-1.2350755531153077,0.265
C6RG5Y,1,8,4.0,1.1274228622243232,1.0
C6RGK5,1,7,2.0,-0.28671518972213306,0.505
C6RHB7,1,7,4.0,1.9468088476825218,1.0
C6RSP2,1,6,4.0,,0.0
C6RV0H,1,8,4.0,0.46163794440848754,0.8818
C6S1GT,1,8,5.0,1.1474315550924723,0.9714
C6S7FW,1,7,4.0,0.30183115406872835,0.6044
C6SDE5,1,7,4.0,1.54117848044927,1.0
C6SDP1,1,7,4.0,1.9638240113763203,1.0
C6SN9U,2,3,3.5,-0.24722728548983278,0.4174
C6SQ4M,1,6,3.0,0.7533492691677961,0.8834
C6ST5A,2,6,4.0,1.6810573434535199,1.0
C6T2UJ,1,8,4.0,0.12711442417987334,0.7436
C6T2UX,1,7,1.0,-1.859934639656425,0.1436
C6T3AY,1,7,3.0,-0.4153118079088991,0.5022
C6T4NH,1,7,4.0,1.9468088476825218,1.0
C6TCP5,2,8,4.5,1.3959535543946435,1.0
C6TLQ9,1,8,4.0,0.695666129722494,1.0
C6TMV9,1,7,4.0,1.9638240113763203,1.0
C6TX9R,1,7,3.0,-0.4402341097054522,0.4942
C6U0EH,2,7,4.0,1.4449889004963703,1.0
C6U2OQ,1,6,3.0,0.7533492691677961,0.8834
C6U3LF,1,6,5.0,1.7415240845229014,1.0
C6UD1Y,1,3,3.0,-0.8675371198546048,0.34
C6UHR9,1,8,5.0,1.0733557393491486,0.9558
C6UYP8,1,7,0.0,-2.1778657219114264,0.0364
C6V4RM,2,7,4.0,1.4359133918445086,1.0
C6V4UK,1,7,4.0,1.13550750300352,1.0
C6V7EZ,1,8,5.0,,0.0
C6V9FP,1,7,3.0,,0.0
C6VB3O,4,7,3.75,1.4628039475839385,0.984
C6VCU9,1,7,4.0,1.54117848044927,1.0
C6VD0B,1,8,4.0,1.9813929507577783,1.0
C6VDS3,1,6,5.0,1.7451090210016993,1.0
C6VMC2,1,6,5.0,1.7415240845229014,1.0
C6VNB2,1,3,3.0,-0.7415416217110703,0.4314
C6VWT2,1,8,4.0,1.1609632674894994,1.0
C6VZA8,2,7,3.0,0.47063608408844565,0.7106
C6W4MS,1,8,5.0,,0.0
C6W5QH,1,7,2.0,-1.135969198191385,0.4366
C6W9OS,3,7,4.0,1.8060746109207062,1.0
C6WAB4,1,7,2.0,-0.28671518972213306,0.505
C6WGZ9,2,8,4.5,2.1400162004450056,1.0
C6WK7Z,2,7,4.0,1.4449889004963703,1.0
C6WKT1,1,8,4.0,0.695666129722494,1.0
C6WO3F,1,6,5.0,3.1014741544659046,1.0
C6WP7I,1,6,4.0,,0.0
C6WRH9,2,3,3.5,-0.24722728548983278,0.4174
C6WTA2,1,7,3.0,,0.0
C6WUY3,1,7,5.0,1.4454043619180326,1.0
C6WY9D,1,8,5.0,1.1289000433214942,0.9558
C6X7FC,1,7,0.0,-2.1778657219114264,0.0364
C6X8SU,2,7,3.0,0.4800735597720726,0.7052
C6X9UK,2,7,4.0,1.4359133918445086,1.0
C6X9US,2,8,4.5,2.1400162004450056,1.0
C6XD3H,1,7,5.0,1.3869136144592125,1.0
C6XF7V,1,6,5.0,1.7451090210016993,1.0
C6XG1K,1,8,5.0,,0.0
C6XK2Y,2,6,4.5,1.1655777441169277,0.7956
C6XNM0,2,3,3.5,-0.24722728548983278,0.4174
C6XTP9,3,7,3.0,0.6658157282245183,0.7046
C6XW2C,1,8,4.0,0.12711442417987334,0.7436
C6XYA1,1,7,4.0,1.1843525716338055,1.0
C6Y9PG,2,7,3.0,0.4800735597720726,0.7052
C6YE4B,1,7,4.0,1.9468088476825218,1.0
C6YJ5R,1,7,1.0,-2.570542569652422,0.0
C6YO5K,1,8,4.0,0.695666129722494,1.0
C6YPL0,1,8,4.0,0.6988133454480576,1.0
C6YS7E,1,7,4.0,1.9504796573716667,1.0
C6Z8TP,1,6,5.0,1.7415240845229014,1.0
C6Z9GS,1,3,3.0,-1.388925990521828,0.3414
C6ZCM5,1,6,5.0,1.7451090210016993,1.0
C6ZM5H,2,7,3.0,0.47063608408844565,0.7106
C6ZN8C,1,7,4.0,1.9638240113763203,1.0
C6ZYP0,1,8,5.0,1.0733557393491486,0.9558
C70BLN,1,7,2.0,-0.28671518972213306,0.505
C70ELS,1,8,4.0,1.4240576217653766,1.0
C70KPC,2,7,4.0,1.4359133918445086,1.0
C70LZV,1,7,2.0,-1.0049268320308529,0.4366
