Drug,N.Targets,N.Seedgenes,d,zscore,pvalue
C09ARF,1,8,5.0,,0.0
C09BEG,1,6,4.0,0.711238826399057,0.8164
C09EHM,2,7,4.0,1.4449889004963703,1.0
C09GEI,1,6,4.0,0.7101624483479965,0.8158
C09GSF,1,7,4.0,1.1843525716338055,1.0
C09MLI,2,7,3.0,0.47063608408844565,0.7106
C09OHT,1,8,4.0,0.6988133454480576,1.0
C09PKF,1,8,4.0,0.695666129722494,1.0
C0A5HN,1,8,4.0,1.1609632674894994,1.0
C0ADC9,1,7,4.0,1.9468088476825218,1.0
C0ADG6,1,7,2.0,-1.0049268320308529,0.4366
C0AF2X,1,7,4.0,1.13550750300352,1.0
C0AFL5,1,3,4.0,,0.0
C0AH5W,1,6,3.0,0.7533492691677961,0.8834
C0AL1C,2,6,4.5,1.1655777441169277,0.7956
C0AN1O,1,7,3.0,0.7047341795326106,0.8522
C0APW4,2,7,4.0,1.749814536096565,1.0
C0AV5D,1,7,3.0,0.5133530642590883,0.7758
C0AY8L,1,8,4.0,0.6988133454480576,1.0
C0B2EI,1,8,4.0,1.4240576217653766,1.0
C0B9HE,1,3,3.0,-0.8675371198546048,0.34
C0B9TD,1,8,5.0,1.0733557393491486,0.9558
C0BDP2,1,7,4.0,1.13550750300352,1.0
C0BDS6,1,7,2.0,-1.5900149577957605,0.143
C0BJ1F,2,7,4.0,1.4359133918445086,1.0
C0BO1X,2,6,4.0,1.6740470595167822,1.0
C0BQ5O,1,6,5.0,1.7415240845229014,1.0
C0BR5U,1,7,4.0,1.9504796573716667,1.0
C0BRA5,1,7,2.0,-0.3275625354090267,0.4872
C0BT3F,2,8,5.0,1.1619391659949008,0.9568
C0BUJ9,1,7,5.0,1.444341815821836,1.0
C0BW1Q,2,8,4.5,2.161211553830422,1.0
C0BXH2,2,3,3.5,-0.24722728548983278,0.4174
C0BZG7,1,8,4.0,1.1274228622243232,1.0
C0C9IQ,1,7,2.0,-1.0049268320308529,0.4366
C0C9KL,2,7,4.5,0.9434656160111996,0.744
C0C9KZ,1,7,3.0,1.1355075030035207,1.0
C0CA1Y,1,6,4.0,0.711238826399057,0.8164
C0CFP3,2,6,4.0,1.6810573434535199,1.0
C0CL8F,1,7,4.0,1.9504796573716667,1.0
C0CMR7,2,8,4.5,2.161211553830422,1.0
C0CNR5,1,7,3.0,1.1281521496355325,1.0
C0CPN8,1,8,5.0,1.1090132227693161,0.9568
C0CR1O,1,3,3.0,-0.8675371198546048,0.34
C0CTO3,1,7,4.0,1.9638240113763203,1.0
C0CW1M,1,8,5.0,1.0733557393491486,0.9558
C0D6XG,2,7,1.0,-1.2350755531153077,0.265
C0D6ZR,1,7,4.0,0.523378643754551,0.744
C0D7AX,1,7,4.0,1.13550750300352,1.0
C0DGS2,2,6,4.0,1.6740470595167822,1.0
C0DGV4,1,6,3.0,0.7409079895929546,0.8778
C0DJ8P,1,8,4.0,0.14101275123294424,0.7416
C0DJ9B,1,7,4.0,1.9504796573716667,1.0
C0DJS1,1,7,2.0,-0.3275625354090267,0.4872
C0DL3F,1,7,4.0,1.584448948857971,1.0
C0DQO3,1,8,4.0,0.16144620615734115,0.7576
C0DRX5,1,3,3.0,-0.8675371198546048,0.34
C0DUR3,1,8,4.0,1.1609632674894994,1.0
C0DUT2,2,7,1.0,-1.2350755531153077,0.265
C0E2OG,1,6,4.0,1.8910403355453351,1.0
C0E7BZ,1,7,5.0,1.3864453764062856,1.0
C0ED6J,1,7,4.0,1.13550750300352,1.0
C0EF7G,1,6,4.0,1.862285743523214,1.0
C0EFS9,2,7,3.0,0.47063608408844565,0.7106
C0EIC6,2,8,4.5,2.1400162004450056,1.0
C0EIQ6,1,7,4.0,1.9504796573716667,1.0
C0EKO5,2,7,4.5,1.641267344362667,1.0
C0EU7G,2,8,4.5,2.161211553830422,1.0
C0EV2X,1,3,4.0,,0.0
C0F7QU,2,7,1.0,-1.2350755531153077,0.265
C0F8XB,1,8,5.0,1.0733557393491486,0.9558
C0FAJ9,1,6,4.0,,0.0
C0FJE7,1,7,4.0,1.1336630699305303,1.0
C0FK5Q,2,7,3.0,0.4800735597720726,0.7052
C0FK8L,1,6,4.0,0.7101624483479965,0.8158
C0FM1R,1,8,4.0,1.9813929507577783,1.0
C0FV5J,1,3,3.0,-1.388925990521828,0.3414
C0G1XS,2,7,3.0,0.47063608408844565,0.7106
C0G3LI,2,7,1.0,-1.2350755531153077,0.265
C0G3WF,1,7,4.0,1.54117848044927,1.0
C0G5VX,2,8,4.5,2.161211553830422,1.0
C0G5WC,1,7,4.0,1.584448948857971,1.0
C0G7XN,1,8,4.0,0.6789985379354494,1.0
C0GAW3,2,7,4.0,1.4359133918445086,1.0
C0GI9Y,1,6,4.0,0.711238826399057,0.8164
C0GL1Y,1,6,3.0,0.7409079895929546,0.8778
C0GS4F,1,7,3.0,-0.4153118079088991,0.5022
C0GU8Y,1,8,5.0,1.1090132227693161,0.9568
C0GUA3,1,3,3.0,-0.6859570713387996,0.3414
C0H5CG,2,7,3.0,0.47063608408844565,0.7106
C0H6QS,1,7,5.0,1.3854717845455584,1.0
C0H6US,1,7,2.0,-0.5129902286090208,0.4326
C0H8UN,2,8,4.0,1.2573932235341483,1.0
C0HB4C,1,7,4.0,1.572888606796108,1.0
C0HCX8,1,7,5.0,1.4448941932114883,1.0
C0HEN3,1,6,4.0,1.1135853135078126,1.0
C0HEN9,1,8,4.0,1.1609632674894994,1.0
C0HG6I,1,7,4.0,1.13550750300352,1.0
C0HOD9,1,6,5.0,1.7491946791268174,1.0
C0HZ7E,3,8,4.333333333333333,1.8293502491880287,0.9686
C0I1EM,1,7,2.0,-1.135969198191385,0.4366
C0I4EG,1,7,3.0,,0.0
C0I5FT,1,3,3.0,-0.6859570713387996,0.3414
C0I5NG,1,7,4.0,1.9638240113763203,1.0
C0I9YS,1,7,4.0,1.9504796573716667,1.0
C0IA8K,3,6,4.333333333333333,1.6827166411199233,1.0
C0IC5D,1,7,4.0,1.1336630699305303,1.0
C0ICB5,1,8,4.0,1.4240576217653766,1.0
C0IFV7,2,8,4.5,1.8898536159700994,1.0
C0IG5B,1,7,3.0,1.1355075030035207,1.0
C0IM6J,1,6,5.0,1.7415240845229014,1.0
C0IN2J,2,7,3.0,0.47063608408844565,0.7106
C0IUL1,2,7,1.5,-2.049663130146524,0.0
C0IWH4,1,8,4.0,0.6988133454480576,1.0
C0IWH9,1,3,3.0,-0.6859570713387996,0.3414
C0J5CR,2,7,4.0,1.4359133918445086,1.0
C0J9UP,1,7,4.0,1.584448948857971,1.0
C0JC8U,1,7,4.0,1.2317493116393468,1.0
C0JD8S,1,6,4.0,,0.0
C0JKX6,1,8,4.0,0.695666129722494,1.0
C0JS3R,1,7,2.0,-0.28671518972213306,0.505
C0JUR8,1,8,4.0,0.6789985379354494,1.0
C0K9LY,1,6,5.0,1.7491946791268174,1.0
C0KC6J,1,7,2.0,-1.596898537652087,0.1462
C0KM7P,1,7,4.0,1.1281521496355325,1.0
C0KN6P,2,8,4.5,2.1400162004450056,1.0
C0KPF8,1,7,4.0,1.584448948857971,1.0
C0KPN4,1,3,3.0,-0.8675371198546048,0.34
C0KW3V,3,6,4.333333333333333,1.6827166411199233,1.0
C0KX7H,2,7,4.0,1.4449889004963703,1.0
C0KY3B,2,7,4.0,1.4359133918445086,1.0
C0L7UV,2,8,4.5,2.161211553830422,1.0
C0L7WE,1,7,3.0,,0.0
C0L9DI,1,8,4.0,1.1609632674894994,1.0
C0LGN6,1,7,2.0,-1.0049268320308529,0.4366
C0LTV1,1,7,4.0,1.1281521496355325,1.0
C0LW4G,2,6,4.0,1.6810573434535199,1.0
C0M4DW,1,7,4.0,1.9638240113763203,1.0
C0M7FC,2,3,3.5,-0.24722728548983278,0.4174
C0MC8O,1,7,5.0,1.3854717845455584,1.0
C0MD7S,1,8,4.0,0.14101275123294424,0.7416
C0MG7X,1,7,5.0,1.4126884022485529,1.0
C0MHV8,1,7,3.0,-0.4153118079088991,0.5022
C0MNQ9,2,8,4.5,1.8898536159700994,1.0
C0MW6H,1,8,5.0,1.1474315550924723,0.9714
C0N3SX,2,6,4.5,1.3113044517957484,1.0
C0N8HB,1,7,0.0,-2.1778657219114264,0.0364
C0NA7R,1,7,4.0,1.1281521496355325,1.0
C0NBT5,2,7,4.0,1.4870216943165915,1.0
C0NJ9Y,1,6,5.0,1.623169509238209,1.0
C0NO6B,1,3,3.0,-1.388925990521828,0.3414
C0NRG1,1,7,4.0,1.572888606796108,1.0
C0NT3J,1,8,4.0,0.14101275123294424,0.7416
C0NUH8,1,7,4.0,0.5171770699568558,0.7362
C0NV9Y,1,7,3.0,-0.4160003701351663,0.5044
C0NVB7,3,8,4.666666666666667,1.678875820067891,0.9784
C0O2HZ,1,7,3.0,1.1281521496355325,1.0
C0O2PW,1,8,4.0,1.1274228622243232,1.0
C0O2VG,1,7,2.0,-1.135969198191385,0.4366
C0O3BJ,1,6,5.0,1.7451090210016993,1.0
C0O3EP,1,7,5.0,1.4448941932114883,1.0
C0O4QY,1,6,5.0,1.7415240845229014,1.0
C0O4XE,1,8,4.0,2.886751345948129,1.0
C0O6SY,1,3,3.0,-0.8675371198546048,0.34
C0O6XT,2,7,4.0,1.4359133918445086,1.0
C0O8FI,1,7,4.0,1.54117848044927,1.0
C0OW7X,1,7,3.0,-0.4160003701351663,0.5044
C0OWL3,1,7,2.0,-0.3275625354090267,0.4872
C0P3JF,1,8,5.0,1.0764183316736406,0.9558
C0P3TI,1,6,5.0,1.7306220599686812,1.0
C0P4CT,1,7,0.0,-2.1778657219114264,0.0364
C0P6AU,1,6,4.0,1.862285743523214,1.0
C0PDY6,1,8,4.0,0.16144620615734115,0.7576
C0PF2H,1,7,4.0,1.1843525716338055,1.0
C0PFJ9,1,8,5.0,,0.0
C0PU3D,1,3,4.0,,0.0
C0PYI9,1,7,4.0,1.1336630699305303,1.0
C0PZC6,1,7,4.0,1.9504796573716667,1.0
C0Q5YG,1,7,3.0,-0.4153118079088991,0.5022
C0Q8ET,2,7,3.0,0.47063608408844565,0.7106
C0Q8WF,2,3,3.5,-0.24722728548983278,0.4174
C0Q9PK,1,8,5.0,1.0776974269639927,0.9564
C0QA8R,1,6,5.0,3.1014741544659046,1.0
C0QG4W,1,8,4.0,2.886751345948129,1.0
C0QMZ1,1,6,5.0,1.7415240845229014,1.0
C0QV9A,1,8,5.0,1.1474315550924723,0.9714
C0QVA6,1,7,2.0,-1.0049268320308529,0.4366
C0QX3Y,1,7,3.0,0.7490518235338111,0.865
C0R2ZS,2,7,4.0,1.4359133918445086,1.0
C0R3EL,1,7,4.0,,0.0
C0R5BV,1,7,4.0,1.13550750300352,1.0
C0R6QX,2,7,3.0,0.47063608408844565,0.7106
C0R7YW,1,6,4.0,0.7101624483479965,0.8158
C0RCX1,1,3,4.0,-1.0352848562116204,0.4208
C0RCX4,1,8,4.0,0.6789985379354494,1.0
C0RFN9,2,7,4.0,1.4870216943165915,1.0
C0RKZ2,1,6,4.0,0.711238826399057,0.8164
C0RL7W,1,8,4.0,0.6988133454480576,1.0
C0RO6U,1,8,4.0,1.4240576217653766,1.0
C0RT2G,1,7,1.0,-2.570542569652422,0.0
C0S3TK,1,7,4.0,1.54117848044927,1.0
C0SA4N,1,7,4.0,1.9468088476825218,1.0
C0SCK2,1,7,2.0,-0.28671518972213306,0.505
C0SKD7,1,7,4.0,0.30183115406872835,0.6044
C0SL1R,1,3,3.0,-0.8675371198546048,0.34
C0STZ3,1,7,4.0,1.6450023509957834,1.0
C0SU3C,2,8,4.5,1.8898536159700994,1.0
C0SWH5,1,6,3.0,0.7533492691677961,0.8834
C0SZJ1,1,8,4.0,0.6988133454480576,1.0
C0T1HM,1,6,5.0,1.7415240845229014,1.0
C0T2VB,1,8,5.0,1.1474315550924723,0.9714
C0T5IM,2,7,4.0,1.4449889004963703,1.0
C0T8HO,1,7,2.0,-1.135969198191385,0.4366
C0TC8Z,1,7,4.0,1.9468088476825218,1.0
C0TE5S,2,7,3.0,0.4022778161689988,0.5632
C0TIU7,1,8,5.0,1.0733557393491486,0.9558
C0TL9C,1,3,4.0,-1.0378995888231846,0.4186
C0TNP8,1,7,2.0,-0.3275625354090267,0.4872
C0TSM8,1,7,4.0,1.1843525716338055,1.0
C0U1CG,2,8,4.5,2.161211553830422,1.0
C0U1IR,1,6,3.0,0.7409079895929546,0.8778
C0U2OY,1,7,0.0,-2.1778657219114264,0.0364
C0U6NB,2,6,4.0,1.6740470595167822,1.0
C0U8JS,1,7,5.0,1.3869136144592125,1.0
C0UDY9,1,8,4.0,1.9813929507577783,1.0
C0UL6E,2,7,4.0,1.4359133918445086,1.0
C0V5BI,1,7,5.0,1.4454043619180326,1.0
C0V7SU,1,3,3.0,-0.8675371198546048,0.34
C0V8PK,1,7,3.0,-0.4402341097054522,0.4942
C0V8SK,2,8,4.5,2.161211553830422,1.0
C0W2KX,1,8,5.0,1.0764183316736406,0.9558
C0W2TF,1,6,3.0,0.7409079895929546,0.8778
C0W5IK,1,8,4.0,0.14101275123294424,0.7416
C0W6RQ,1,7,5.0,1.3869136144592125,1.0
C0W7QE,1,7,3.0,0.12708884571667364,0.5632
C0W8LS,1,7,0.0,-2.1778657219114264,0.0364
C0W9CT,1,6,5.0,1.7451090210016993,1.0
C0WA7Z,2,7,4.0,1.4359133918445086,1.0
C0WB5V,2,3,3.5,-0.24722728548983278,0.4174
C0WEU1,1,7,5.0,1.444341815821836,1.0
C0WH4U,1,7,3.0,1.1281521496355325,1.0
C0WH5I,1,8,4.0,0.695666129722494,1.0
C0WJ7R,2,6,4.0,1.6810573434535199,1.0
C0WJX2,1,7,3.0,0.5283701314240782,0.7754
C0WR9F,2,7,4.0,1.4449889004963703,1.0
C0WZS7,2,8,4.5,1.8898536159700994,1.0
C0X8ER,2,7,1.5,-1.7122233072777935,0.0
C0X8SG,1,8,5.0,,0.0
C0X9FR,1,6,4.0,1.1135853135078126,1.0
C0XC5J,2,3,3.5,-0.24722728548983278,0.4174
C0XJY2,2,7,4.0,1.4359133918445086,1.0
C0XL5Q,1,7,4.0,1.584448948857971,1.0
C0XM9Z,1,6,5.0,1.7415240845229014,1.0
C0XOB5,1,8,5.0,1.1090132227693161,0.9568
C0XWL8,1,8,5.0,1.1377606148835298,0.9734
C0XZ8K,1,7,2.0,-0.28671518972213306,0.505
C0Y1TB,2,7,3.0,0.47063608408844565,0.7106
C0Y2EG,1,7,1.0,-2.570542569652422,0.0
C0Y4GH,2,8,4.5,1.8898536159700994,1.0
C0Y5PD,1,7,4.0,1.5962465494524067,1.0
C0Y8ZK,1,6,5.0,3.1014741544659046,1.0
C0Y9RK,2,3,4.0,-0.973570809773115,0.4612
C0YCU9,1,7,4.0,1.2754156720990064,1.0
C0YD1F,1,7,4.0,1.1843525716338055,1.0
C0YD6V,1,7,2.0,-1.135969198191385,0.4366
C0YFB7,1,7,3.0,,0.0
C0YFP8,1,8,4.0,0.14101275123294424,0.7416
C0YG4B,1,7,3.0,1.1281521496355325,1.0
C0YG4M,2,8,5.0,1.19473854039444,0.9714
C0YGE2,1,7,5.0,1.3869136144592125,1.0
C0YO6I,1,6,5.0,1.7415240845229014,1.0
C0YTW6,2,8,4.5,1.8898536159700994,1.0
C0Z4MP,1,6,5.0,1.7451090210016993,1.0
C0Z5PU,2,3,3.5,-0.24722728548983278,0.4174
C0Z6TR,1,7,4.0,1.9468088476825218,1.0
C0Z8VB,1,7,3.0,1.1355075030035207,1.0
C0ZDY3,1,7,1.0,-2.570542569652422,0.0
C0ZGI1,1,7,4.0,1.1415279827588392,1.0
C10CHQ,1,7,4.0,1.1281521496355325,1.0
C10EFC,1,7,4.0,,0.0
C10EIB,1,8,5.0,1.19473854039444,0.9714
C10TNL,1,6,3.0,0.7409079895929546,0.8778
C12AFP,2,8,4.5,2.1400162004450056,1.0
C12CRJ,1,6,3.0,0.7533492691677961,0.8834
C12GLJ,2,8,4.5,1.8898536159700994,1.0
C12HQW,1,7,3.0,0.7490518235338111,0.865
C12MFU,1,3,3.0,-1.388925990521828,0.3414
C12RCY,1,7,4.0,1.1415279827588392,1.0
C12RPS,2,7,4.0,1.4359133918445086,1.0
C12VKX,1,7,3.0,1.1355075030035207,1.0
C12XTS,1,7,2.0,-0.3275625354090267,0.4872
C13AFE,1,7,0.0,-2.1778657219114264,0.0364
C13CZV,1,8,4.0,2.886751345948129,1.0
C13FGZ,1,8,4.0,0.4533711654544957,0.8716
C13IEA,2,6,4.0,1.6810573434535199,1.0
C13KPA,4,6,4.5,1.7322772249091327,1.0
C13MHS,1,8,4.0,1.1274228622243232,1.0
C13NVH,2,3,3.5,-0.24722728548983278,0.4174
C13OZW,2,7,4.0,1.4449889004963703,1.0
C13PBU,1,7,4.0,1.9638240113763203,1.0
C13QYB,1,7,3.0,-0.4160003701351663,0.5044
C13SAT,1,7,4.0,1.572888606796108,1.0
C13WGE,2,7,1.0,-1.2350755531153077,0.265
C14GTU,1,8,4.0,1.9813929507577783,1.0
C14JRV,1,7,3.0,0.5133530642590883,0.7758
C14NAT,1,8,4.0,1.4240576217653766,1.0
C14NZO,1,8,4.0,1.1609632674894994,1.0
C14OBS,1,6,5.0,1.7415240845229014,1.0
C14SFO,1,3,3.0,-1.388925990521828,0.3414
C14SYJ,1,6,5.0,1.7451090210016993,1.0
C14VJA,1,7,5.0,1.4454043619180326,1.0
C14XBZ,1,7,4.0,1.13550750300352,1.0
C14YFA,1,7,4.0,1.5962465494524067,1.0
C14ZPK,2,7,4.0,1.4359133918445086,1.0
C15BDE,1,7,2.0,-0.3275625354090267,0.4872
C15BDL,1,7,2.0,-1.0049268320308529,0.4366
C15DMN,1,8,5.0,1.1090132227693161,0.9568
C15NJF,1,8,4.0,1.5842730717614362,1.0
C15YTW,1,6,4.0,,0.0
C15YWK,1,8,5.0,1.0764183316736406,0.9558
C16EAZ,1,3,4.0,,0.0
C16EYF,1,7,4.0,1.9504796573716667,1.0
C16HLY,2,6,4.0,1.6740470595167822,1.0
C16JKI,2,7,4.0,1.9638240113763203,1.0
C16NRY,1,7,2.0,-0.3275625354090267,0.4872
C16RZH,1,7,2.0,-0.28671518972213306,0.505
C16UXT,1,7,5.0,1.4126884022485529,1.0
C16XST,1,8,4.0,0.6988133454480576,1.0
C16ZLE,1,3,4.0,,0.0
C17DPA,1,6,4.0,,0.0
C17FPH,1,7,2.0,-1.0049268320308529,0.4366
C17HUI,1,8,4.0,1.4240576217653766,1.0
C17IUE,1,8,4.0,0.6789985379354494,1.0
C17PCM,1,7,4.0,1.54117848044927,1.0
C17PUR,1,6,5.0,1.7415240845229014,1.0
C17RXP,2,6,4.0,1.6740470595167822,1.0
C17RZG,3,7,4.0,1.8632345214248502,1.0
C17UMV,1,3,3.0,-0.8675371198546048,0.34
C17UYM,1,7,3.0,,0.0
C17VLR,2,7,4.0,1.4359133918445086,1.0
C18HKQ,2,7,2.5,0.0953622026005169,0.539
C18ILO,1,7,0.0,-2.1778657219114264,0.0364
C18MVS,1,8,4.0,0.6988133454480576,1.0
C18OJH,1,8,4.0,0.695666129722494,1.0
C18VUC,2,8,4.5,1.8898536159700994,1.0
C19BET,2,7,3.0,0.4800735597720726,0.7052
C19EZB,1,3,3.0,-1.388925990521828,0.3414
C19KMH,1,7,4.0,1.5962465494524067,1.0
C19LBX,1,6,5.0,1.7451090210016993,1.0
C19NOL,1,6,5.0,1.7415240845229014,1.0
C19PBH,2,7,4.0,1.4870216943165915,1.0
C19PJE,3,7,1.3333333333333333,-1.4989259084865603,0.0342
C19SVO,1,7,5.0,1.3864453764062856,1.0
C19TDW,1,8,4.0,0.6988133454480576,1.0
C19UCA,1,8,5.0,,0.0
C19WFZ,1,7,3.0,1.1281521496355325,1.0
C1A5QE,2,8,4.5,1.8898536159700994,1.0
C1ABC5,1,7,3.0,-0.4153118079088991,0.5022
C1AF9L,1,3,3.0,-0.7415416217110703,0.4314
C1AH3S,1,7,4.0,1.54117848044927,1.0
C1AKH9,1,6,5.0,3.1014741544659046,1.0
C1AN2Q,1,8,4.0,1.5842730717614362,1.0
C1B0RC,1,6,5.0,3.0611113403989534,1.0
C1B7MR,1,7,4.0,1.9638240113763203,1.0
C1BDP7,2,7,4.0,1.4359133918445086,1.0
C1BG2L,1,8,4.0,1.9813929507577783,1.0
C1BLZ5,1,7,3.0,-0.44024722492611185,0.4936
C1BM2O,1,7,2.0,-1.135969198191385,0.4366
C1BNT0,1,7,3.0,-0.4160003701351663,0.5044
C1BQF4,1,8,4.0,0.6789985379354494,1.0
C1BR4N,1,6,5.0,1.7451090210016993,1.0
C1BUW4,1,3,4.0,-0.9790072164088839,0.4574
C1C0UT,2,6,4.5,1.310581769239594,1.0
C1C2LM,1,7,4.0,1.1415279827588392,1.0
C1C2ZX,1,7,4.0,1.9468088476825218,1.0
C1C3SJ,1,8,4.0,1.4240576217653766,1.0
C1C6FM,1,7,4.0,1.9638240113763203,1.0
C1C8ZV,1,8,5.0,,0.0
C1CA4M,1,7,2.0,-0.3275625354090267,0.4872
C1CB2R,1,7,0.0,-2.1778657219114264,0.0364
C1CI9G,1,8,4.0,0.12711442417987334,0.7436
C1CIU0,1,6,5.0,1.7451090210016993,1.0
C1CNH9,1,7,4.0,1.13550750300352,1.0
C1CO9H,2,3,3.5,-0.24722728548983278,0.4174
C1CPO0,1,7,4.0,,0.0
C1CR9Y,1,6,4.0,,0.0
C1CY7D,1,8,4.0,0.6988133454480576,1.0
C1CZ3O,1,8,4.0,0.695666129722494,1.0
C1D0ZQ,1,7,4.0,1.1336630699305303,1.0
C1D3YU,1,7,4.0,1.9638240113763203,1.0
C1D4TK,1,7,1.0,-1.859934639656425,0.1436
C1D8GP,1,7,4.0,0.32872477433540054,0.6194
C1D8YQ,2,8,4.5,1.8898536159700994,1.0
C1DAW5,1,7,4.0,1.5962465494524067,1.0
C1DCG4,1,6,4.0,0.7107356601080863,0.818
C1DF7C,1,6,3.0,0.7409079895929546,0.8778
C1DSG0,1,7,4.0,1.13550750300352,1.0
C1DVM6,1,3,3.0,-0.8675371198546048,0.34
C1DW2N,1,8,4.0,0.16144620615734115,0.7576
C1DYB4,1,7,5.0,1.3864453764062856,1.0
C1E0CL,2,7,4.0,1.4870216943165915,1.0
C1E4BJ,1,8,5.0,1.1090132227693161,0.9568
C1E5YI,1,7,2.0,-1.135969198191385,0.4366
C1E7HF,3,7,3.3333333333333335,0.2881100659487208,0.5472
C1E8PU,1,8,4.0,0.6789985379354494,1.0
C1E9BA,2,6,4.0,1.6740470595167822,1.0
C1EF4L,1,6,5.0,1.7415240845229014,1.0
C1EH5P,1,7,3.0,,0.0
C1EH6C,1,7,4.0,1.54117848044927,1.0
C1EI3C,2,8,4.5,2.161211553830422,1.0
C1ELZ5,1,3,4.0,-0.973570809773115,0.4612
C1EO7I,2,7,4.0,1.4359133918445086,1.0
C1EQN3,2,8,4.5,2.1400162004450056,1.0
C1ET9C,1,7,4.0,1.584448948857971,1.0
C1EVH2,1,7,0.0,-2.1778657219114264,0.0364
C1FA4Y,1,6,3.0,0.7533492691677961,0.8834
C1FC5U,1,7,2.0,-0.28671518972213306,0.505
C1FH9Q,1,8,4.0,0.6789985379354494,1.0
C1FIE4,1,7,3.0,0.5133530642590883,0.7758
C1FKW6,1,7,4.0,1.54117848044927,1.0
C1FM8B,1,6,5.0,1.7415240845229014,1.0
C1FTX3,1,8,5.0,1.1317501767536777,0.9714
C1FZ5O,1,3,3.0,-0.7415416217110703,0.4314
C1GAT7,1,7,1.0,,0.0
C1GDE4,1,8,4.0,0.6988133454480576,1.0
C1GDL2,1,7,4.0,1.572888606796108,1.0
C1GH5L,1,7,4.0,1.6450023509957834,1.0
C1GOE5,2,7,3.0,0.4800735597720726,0.7052
C1GT9Y,1,6,3.0,0.7533492691677961,0.8834
C1H3KN,1,8,5.0,,0.0
