Drug,N.Targets,N.Seedgenes,d,zscore,pvalue
C6LQ9S,1,3,6.0,3.397754966952034,1.0
C6LR7V,1,0,7.0,,0.0
C6M1OS,1,7,4.0,1.6246825068184256,1.0
C6M1YO,1,3,3.0,-1.4391848634741369,0.3256
C6M9EW,1,6,2.0,-1.2203586616669653,0.3254
C6M9TQ,1,3,5.0,0.5788313228520277,0.8554
C6MEZ0,1,0,4.0,,0.0
C6MH2U,2,8,3.0,0.09741599328981401,0.739
C6MK9B,1,6,2.0,-0.49892218025118684,0.4666
C6MLR7,1,3,4.0,-0.5295738938390189,0.5168
C6MWK4,1,6,4.0,1.5016187096463376,1.0
C6MYZ0,1,3,5.0,2.4028701968429527,1.0
C6N8CB,1,2,6.0,2.3230589677595566,1.0
C6N9JD,1,0,7.0,,0.0
C6NB5M,1,7,4.0,1.562731728323025,1.0
C6NCQ1,3,3,5.0,1.5950427681468573,1.0
C6NL1Z,1,6,2.0,-0.8083857394697593,0.4144
C6NM7V,2,3,3.5,-0.29395814953208493,0.4056
C6NQ9Y,1,0,5.0,,0.0
C6NR7U,1,6,2.0,-0.8426193842803549,0.3412
C6NUD0,1,3,4.0,-0.5290686732505242,0.5168
C6NVW5,2,8,3.0,-0.8933459188170043,0.2486
C6NWV2,1,3,5.0,1.3895439382722716,1.0
C6NXA4,1,6,3.0,-0.360665485140628,0.585
C6O0VF,1,2,7.0,6.989978028233928,1.0
C6O3MQ,1,0,7.0,,0.0
C6O5WH,1,3,3.0,-0.8075925411543274,0.4056
C6O8ZD,2,7,4.0,1.4637603360286122,1.0
C6O9CT,2,6,1.0,-1.5104395474943506,0.1684
C6ODX3,2,3,5.0,1.5935502526752323,1.0
C6OI5V,2,6,2.5,-0.027511910559720194,0.5046
C6OR8X,1,0,5.0,,0.0
C6OSI9,1,3,4.0,0.7712048777127737,1.0
C6OT2C,1,8,3.0,-0.8933459188170043,0.2486
C6OTY5,1,3,5.0,2.4028701968429527,1.0
C6OX1S,1,6,2.0,-0.38334811405491903,0.5808
C6OX7Q,2,2,6.0,0.0,1.0
C6P0UZ,1,0,7.0,,0.0
C6P0ZM,2,3,3.5,-0.29395814953208493,0.4056
C6P1CX,2,7,4.0,1.5268195688070179,1.0
C6P4BO,1,6,3.0,-0.5258653634337958,0.4974
C6PBW7,2,6,2.5,-0.027511910559720194,0.5046
C6PHF1,1,3,5.0,1.5935502526752323,1.0
C6PHG5,2,0,3.5,,0.0
C6PNG8,3,3,4.333333333333333,0.4684646378717527,0.6316
C6PU9H,1,8,3.0,-1.4182033850404425,0.2486
C6PVS9,1,3,5.0,1.3895439382722714,1.0
C6PW2K,1,2,6.0,2.3230589677595566,1.0
C6PXR2,1,6,2.0,-0.38334811405491903,0.5808
C6Q0NX,1,3,3.0,-0.924758047477855,0.3258
C6Q4ZP,1,0,8.0,,0.0
C6Q7NH,1,6,4.0,0.6315222957062698,0.8314
C6QE2T,1,6,2.0,-1.1777649401647452,0.1684
C6QJ8L,1,7,4.0,1.9930915164897591,1.0
C6QJA2,1,3,5.0,1.4146379325438996,1.0
C6QJH5,1,0,4.0,,0.0
C6QJW9,1,8,3.0,-0.8933459188170043,0.2486
C6QU4T,1,3,4.0,-0.019107596817660697,0.6588
C6QU9I,2,3,4.5,1.9175666121169872,1.0
C6R2IK,1,2,7.0,6.989978028233928,1.0
C6R2PY,1,6,3.0,-0.360665485140628,0.585
C6R3GO,1,0,8.0,,0.0
C6R4MV,3,3,3.6666666666666665,-0.7993885832938916,0.3006
C6R4UE,1,7,4.0,1.562731728323025,1.0
C6R8KC,2,6,2.5,-0.027511910559720194,0.5046
C6RG5Y,1,0,4.0,,0.0
C6RGK5,1,6,2.0,-0.8083857394697593,0.4144
C6RHB7,1,3,5.0,1.4146379325438996,1.0
C6RSP2,1,8,3.0,,0.0
C6RV0H,1,3,4.0,-1.4391848634741382,0.3256
C6S1GT,1,3,6.0,3.4575907769934737,1.0
C6S7FW,1,2,7.0,3.7664939316170885,1.0
C6SDE5,1,6,2.0,-0.38334811405491903,0.5808
C6SDP1,1,0,7.0,,0.0
C6SN9U,2,7,4.0,1.4637603360286122,1.0
C6SQ4M,1,8,2.0,-1.0553431175074917,0.2342
C6ST5A,2,0,3.5,,0.0
C6T2UJ,1,6,2.0,-1.1777649401647452,0.1684
C6T2UX,1,6,3.0,-0.11225162217587366,0.5096
C6T3AY,1,3,4.0,-1.0694831737705135,0.4032
C6T4NH,1,3,4.0,-0.019107596817660697,0.6588
C6TCP5,2,3,5.0,1.4146379325438996,1.0
C6TLQ9,1,3,5.0,1.3895439382722714,1.0
C6TMV9,1,2,6.0,2.3230589677595566,1.0
C6TX9R,1,6,3.0,-0.360665485140628,0.585
C6U0EH,2,0,7.5,,0.0
C6U2OQ,1,7,4.0,1.562731728323025,1.0
C6U3LF,1,0,4.0,,0.0
C6UD1Y,1,8,2.0,-1.0553431175074917,0.2342
C6UHR9,1,6,3.0,-0.5258653634337958,0.4974
C6UYP8,1,6,2.0,-0.49892218025118684,0.4666
C6V4RM,2,3,3.5,-0.29395814953208493,0.4056
C6V4UK,1,3,5.0,1.3895439382722716,1.0
C6V7EZ,1,3,5.0,,0.0
C6V9FP,1,3,4.0,,0.0
C6VB3O,4,2,6.25,17.60631166111276,1.0
C6VCU9,1,3,3.0,-1.8692486272892415,0.163
C6VD0B,1,6,2.0,-0.38334811405491903,0.5808
C6VDS3,1,7,4.0,1.1698485854726073,1.0
C6VMC2,1,0,7.0,,0.0
C6VNB2,1,3,5.0,1.5935502526752323,1.0
C6VWT2,1,6,1.0,-1.7101973460411706,0.1288
C6VZA8,2,8,3.0,0.09741599328981401,0.739
C6W4MS,1,6,3.0,,0.0
C6W5QH,1,0,4.0,,0.0
C6W9OS,3,3,4.666666666666667,1.7672859923665438,1.0
C6WAB4,1,3,3.0,-0.924758047477855,0.3258
C6WGZ9,2,6,3.0,0.4716748027938783,0.7458
C6WK7Z,2,7,4.0,1.4637603360286122,1.0
C6WKT1,1,6,2.0,-0.8426193842803549,0.3412
C6WO3F,1,6,1.0,-1.7101973460411706,0.1288
C6WP7I,1,3,5.0,,0.0
C6WRH9,2,3,4.0,0.43790308576191816,0.9128
C6WTA2,1,0,8.0,,0.0
C6WUY3,1,2,6.0,2.4929234149477746,1.0
C6WY9D,1,3,4.0,-1.0202865939893042,0.437
C6X7FC,1,0,4.0,,0.0
C6X8SU,2,8,3.0,0.09741599328981401,0.739
C6X9UK,2,3,4.5,1.9175666121169872,1.0
C6X9US,2,3,5.0,1.5935502526752323,1.0
C6XD3H,1,0,8.0,,0.0
C6XF7V,1,7,4.0,1.1698485854726073,1.0
C6XG1K,1,6,1.0,,0.0
C6XK2Y,2,6,3.5,0.07238624806269095,0.5886
C6XNM0,2,3,4.0,0.43790308576191816,0.9128
C6XTP9,3,6,2.3333333333333335,-0.40314310828753086,0.3818
C6XW2C,1,2,7.0,6.989978028233928,1.0
C6XYA1,1,0,4.0,,0.0
C6Y9PG,2,3,3.5,-0.29395814953208493,0.4056
C6YE4B,1,8,3.0,-0.8933459188170043,0.2486
C6YJ5R,1,3,5.0,0.5852803866909595,0.8574
C6YO5K,1,3,5.0,1.3895439382722714,1.0
C6YPL0,1,0,7.0,,0.0
C6YS7E,1,6,2.0,-1.1777649401647452,0.1684
C6Z8TP,1,6,4.0,0.6286723010771527,0.8316
C6Z9GS,1,7,4.0,1.1698485854726073,1.0
C6ZCM5,1,3,4.0,-0.019107596817660697,0.6588
C6ZM5H,2,0,3.5,,0.0
C6ZN8C,1,2,6.0,2.3230589677595566,1.0
C6ZYP0,1,3,4.0,-1.0694831737705135,0.4032
C70BLN,1,8,2.0,-1.0553431175074917,0.2342
C70ELS,1,3,5.0,2.4028701968429527,1.0
C70KPC,2,6,2.5,-0.027511910559720194,0.5046
C70LZV,1,3,5.0,1.4146379325438996,1.0
C70MRY,1,0,7.0,,0.0
C70OSH,1,6,2.0,-0.8083857394697593,0.4144
C70OTV,1,6,3.0,-0.360665485140628,0.585
C70QDG,1,7,4.0,1.9930915164897591,1.0
C70SJV,1,3,5.0,0.6948377691980704,1.0
C71AIN,1,8,3.0,-0.8933459188170043,0.2486
C71ATR,1,0,4.0,,0.0
C71FSD,1,2,5.0,5.2448805448574864,1.0
C71GBE,1,6,2.0,-0.49892218025118684,0.4666
C71GJA,1,3,6.0,3.397754966952034,1.0
C71LVE,1,3,3.0,-0.7278439859167346,0.3256
C71OXL,1,3,5.0,0.5788313228520277,0.8554
C71VHN,2,0,7.5,,0.0
C71WCI,1,6,2.0,-1.1777649401647452,0.1684
C71YRT,1,6,3.0,-0.360665485140628,0.585
C72AXW,2,3,4.0,0.43790308576191816,0.9128
C72DKJ,1,8,3.0,-0.8933459188170043,0.2486
C72NXQ,1,7,4.0,1.9930915164897591,1.0
C72WDM,1,2,7.0,6.989978028233928,1.0
C72XAS,1,0,4.0,,0.0
C72ZVX,1,6,4.0,0.6315222957062698,0.8314
C73ANH,1,3,5.0,2.4028701968429527,1.0
C73JHS,1,3,4.0,,0.0
C73KIU,1,3,4.0,0.5183042676766957,0.7486
C73MEW,1,0,8.0,,0.0
C73QKH,1,6,2.0,-1.1777649401647452,0.1684
C73TXJ,1,6,3.0,0.0018498824131355138,0.663
C73VFG,2,3,4.0,0.43790308576191816,0.9128
C73WBY,2,8,3.0,0.09741599328981401,0.739
C73WRC,1,7,4.0,1.6246825068184256,1.0
C73XBN,1,3,3.0,-0.7278439859167346,0.3256
C73XMU,1,2,7.0,9.927809602765956,1.0
C73XQS,1,0,4.0,,0.0
C74CWT,2,3,4.5,1.9175666121169872,1.0
C74FZL,1,6,4.0,0.6315222957062698,0.8314
C74LKV,2,3,5.0,1.5935502526752323,1.0
C74NHO,1,0,7.0,,0.0
C74UPO,2,6,1.5,-1.574318792072067,0.1684
C74ZEK,2,7,4.0,1.4637603360286122,1.0
C75CFE,1,6,3.0,,0.0
C75DRE,1,3,3.0,-0.7278439859167346,0.3256
C75GFR,2,3,4.0,-0.019107596817660697,0.6588
C75HIL,1,8,3.0,-1.4315931686602783,0.1982
C75LXF,1,2,7.0,6.989978028233928,1.0
C75OLX,2,0,3.5,,0.0
C75PJO,1,0,7.0,,0.0
C75SVJ,1,3,5.0,2.4028701968429527,1.0
C75WYX,1,6,3.0,,0.0
C75XGA,2,3,5.0,1.5935502526752323,1.0
C76CUP,2,6,3.0,0.5499200357669396,0.6854
C76ECA,1,6,2.0,-1.1777649401647452,0.1684
C76KOV,1,7,4.0,1.562731728323025,1.0
C76YRK,1,3,3.0,-0.7278439859167346,0.3256
C76ZQG,1,3,4.0,-0.5295738938390189,0.5168
C78CKB,1,8,3.0,,0.0
C78CUA,1,2,6.0,,0.0
C78OKP,1,6,2.0,-0.8426193842803549,0.3412
C78SAD,1,0,5.0,,0.0
C78YWA,1,0,7.0,,0.0
C79BXP,1,3,6.0,3.397754966952034,1.0
C79CIF,2,3,5.0,1.5935502526752323,1.0
C79FLK,1,6,2.0,-0.8083857394697593,0.4144
C79LMV,1,2,6.0,2.4929234149477746,1.0
C79OBD,1,6,4.0,0.6286723010771527,0.8316
C79OJR,3,3,4.333333333333333,0.4684646378717527,0.6316
C79SKI,1,8,3.0,-1.4315931686602783,0.1982
C79WRL,1,3,3.0,-0.924758047477855,0.3258
C79YQL,1,7,5.0,1.425599136383901,1.0
C7A0NY,2,0,7.5,,0.0
C7A1WN,2,0,3.5,,0.0
C7A4BC,1,3,5.0,1.3895439382722716,1.0
C7A5EH,1,6,2.0,-0.8426193842803549,0.3412
C7A5ET,1,3,5.0,1.4146379325438996,1.0
C7AHF2,1,6,2.0,-0.38334811405491903,0.5808
C7AJ1U,1,6,3.0,-0.5258653634337958,0.4974
C7ANO1,2,3,3.5,-0.37217354713803324,0.3256
C7APO2,2,2,6.0,0.0,1.0
C7B2QP,1,8,3.0,-0.8933459188170043,0.2486
C7B3KI,2,3,4.0,0.43790308576191816,0.9128
C7B3MO,2,0,3.5,,0.0
C7B6FS,1,7,4.0,1.9930915164897591,1.0
C7B6NR,2,3,4.5,1.9175666121169872,1.0
C7B9EF,1,0,7.0,,0.0
C7BAN0,1,6,2.0,-0.49892218025118684,0.4666
C7BJY5,1,3,5.0,1.704087086378781,1.0
C7BLP8,2,6,3.0,0.4716748027938783,0.7458
C7BM5G,1,6,2.0,-1.1777649401647452,0.1684
C7BN5E,1,3,3.0,-0.924758047477855,0.3258
C7BRS1,1,2,7.0,6.989978028233928,1.0
C7BV9Y,1,0,4.0,,0.0
C7C6FP,2,7,4.0,1.4637603360286122,1.0
C7C9BO,1,8,3.0,-1.4408781465492426,0.1962
C7CAJ3,2,3,5.0,1.3895439382722714,1.0
C7CD8M,1,0,7.0,,0.0
C7CD9J,1,3,4.0,-0.019107596817660697,0.6588
C7CL3Y,3,6,2.3333333333333335,-0.40314310828753086,0.3818
C7CNA1,2,6,3.5,0.07238624806269095,0.5886
C7CP1X,3,3,5.333333333333333,1.5216819481523662,0.911
C7CTJ8,2,3,3.5,-0.29395814953208493,0.4056
C7D1TY,1,6,1.0,-1.7101973460411706,0.1288
C7D3PN,1,2,7.0,3.7664939316170885,1.0
C7D6EU,2,0,3.5,,0.0
C7DQU0,2,7,4.0,1.4637603360286122,1.0
C7DT2P,2,3,4.5,1.9175666121169872,1.0
C7DY6K,1,8,3.0,-0.8933459188170043,0.2486
C7E1HF,1,3,5.0,0.6948377691980704,1.0
C7E2DY,1,0,7.0,,0.0
C7E2QK,1,6,2.0,-0.38334811405491903,0.5808
C7E5OS,1,6,2.0,-0.49892218025118684,0.4666
C7E5QJ,1,6,2.0,-0.8083857394697593,0.4144
C7E5WO,1,2,6.0,0.0,1.0
C7E8PX,2,3,5.0,1.5935502526752323,1.0
C7EAJ9,1,3,4.0,-1.0628920818611052,0.4068
C7EB4A,1,7,4.0,1.562731728323025,1.0
C7EB4Y,2,0,3.5,,0.0
C7EKZ0,2,3,4.5,1.9175666121169872,1.0
C7EMW0,1,0,8.0,,0.0
C7EPY6,1,3,5.0,0.6948377691980704,1.0
C7ES8I,2,8,3.0,0.09741599328981401,0.739
C7ETA1,2,2,6.0,0.0,1.0
C7EW4N,1,6,3.0,,0.0
C7F2GI,1,3,5.0,1.4146379325438996,1.0
C7F2NZ,1,6,2.0,-0.49892218025118684,0.4666
C7F2XZ,1,7,4.0,1.6246825068184256,1.0
C7F2YX,1,3,3.0,-1.4391848634741369,0.3256
C7F4MC,1,6,2.0,-1.1777649401647452,0.1684
C7F6CR,2,0,3.5,,0.0
C7FCI9,2,0,7.5,,0.0
C7FD8O,1,3,4.0,-0.019107596817660697,0.6588
C7FIO4,2,6,3.0,0.4716748027938783,0.7458
C7FOJ3,2,8,3.0,0.09741599328981401,0.739
C7FPL9,2,3,4.5,1.9175666121169872,1.0
C7FR8G,2,3,5.0,1.5935502526752323,1.0
C7G1KY,1,2,5.0,5.2448805448574864,1.0
C7G2XB,1,6,4.0,0.6315222957062698,0.8314
C7G8NB,1,7,4.0,1.1698485854726073,1.0
C7G9QY,1,6,3.0,-0.5258653634337958,0.4974
C7GIQ1,1,3,3.0,-2.82886510323432,0.0
C7GJ3H,1,0,4.0,,0.0
C7GRV2,3,0,7.333333333333333,,0.0
C7GV2M,2,3,4.5,1.9175666121169872,1.0
C7GXI5,2,6,3.0,0.4716748027938783,0.7458
C7H0ZJ,1,8,3.0,-0.8933459188170043,0.2486
C7H1TW,1,3,4.0,-0.019107596817660697,0.6588
C7H3PB,1,3,5.0,1.5935502526752323,1.0
C7H4BN,1,7,4.0,1.2503089459535643,1.0
C7H4YM,2,6,2.5,-0.7261576542159169,0.3812
C7H8EO,1,6,2.0,-0.49892218025118684,0.4666
C7HBP6,2,3,3.5,-1.1367298894592097,0.2292
C7HBR1,1,2,7.0,9.927809602765956,1.0
C7HC0P,1,0,4.0,,0.0
C7HLM3,1,3,5.0,,0.0
C7HM5E,1,3,5.0,,0.0
C7HMO6,3,6,3.0,0.23958802025724316,0.663
C7HO6Z,1,8,3.0,-1.4182033850404425,0.2486
C7HRA0,1,3,3.0,-1.8692486272892415,0.163
C7HT3X,1,0,7.0,,0.0
C7HTK1,2,7,4.0,1.4637603360286122,1.0
C7HTY1,2,6,2.5,-0.027511910559720194,0.5046
C7I0XB,2,2,6.0,0.0,1.0
C7I1EZ,2,3,4.5,1.9175666121169872,1.0
C7I1RY,1,3,5.0,1.4146379325438996,1.0
C7I6UV,2,0,3.5,,0.0
C7IC1G,2,6,1.0,-1.5104395474943506,0.1684
C7ID9P,1,3,3.0,-0.7278439859167346,0.3256
C7IF4T,1,3,3.0,-1.8692486272892415,0.163
C7IO1Q,2,8,3.5,-0.8778108437683958,0.1818
C7ISM4,1,0,8.0,,0.0
C7ISZ3,2,7,4.0,1.4637603360286122,1.0
C7IXB3,2,6,3.0,0.4716748027938783,0.7458
C7J1EI,1,3,5.0,1.4146379325438996,1.0
C7J2WV,1,6,4.0,0.6315222957062698,0.8314
C7J3ZW,1,2,6.0,2.3230589677595566,1.0
C7J5NX,2,3,4.5,1.9175666121169872,1.0
C7J9AT,2,6,1.5,-1.6996796858060113,0.0202
C7J9NH,3,3,3.3333333333333335,-0.5346146453752071,0.3256
C7JFS9,1,0,4.0,,0.0
C7JIA3,1,0,8.0,,0.0
C7JK8L,1,8,3.0,0.09741599328981401,0.739
C7JUG1,1,3,4.0,-0.019107596817660697,0.6588
C7JV9D,1,7,5.0,1.425599136383901,1.0
C7JWD0,2,2,6.0,0.0,1.0
C7K3JM,1,6,3.0,-0.42534311532047514,0.521
C7K4HE,2,6,3.0,0.4716748027938783,0.7458
C7K5IZ,2,3,5.0,1.5935502526752323,1.0
C7KA3Y,1,6,2.0,-1.1777649401647452,0.1684
C7KBF2,1,0,7.0,,0.0
C7KE9J,2,3,4.5,1.9175666121169872,1.0
C7KF2E,1,0,4.0,,0.0
C7KTW4,1,8,3.0,-0.8171346570618501,0.3612
C7KUX4,1,3,4.0,-1.0694831737705135,0.4032
C7KXF1,1,3,3.0,-1.8692486272892415,0.163
C7L0JB,1,2,7.0,6.989978028233928,1.0
C7L0QF,2,7,4.0,1.4637603360286122,1.0
C7L2OQ,1,6,3.0,-0.360665485140628,0.585
C7L5JI,2,3,5.0,1.5935502526752323,1.0
C7L5TE,1,6,2.0,-1.1777649401647452,0.1684
C7L5ZE,2,3,4.5,1.9175666121169872,1.0
C7LBD8,1,6,3.0,-0.42534311532047514,0.521
C7LI4B,2,0,8.0,,0.0
C7LI4T,1,0,4.0,,0.0
C7LN1D,1,8,3.0,-1.4182033850404425,0.2486
C7LOE3,1,3,3.0,-0.924758047477855,0.3258
C7LP6X,2,3,4.0,0.43790308576191816,0.9128
C7M1CR,1,6,2.0,-0.38334811405491903,0.5808
C7M1KT,1,6,2.0,-1.1777649401647452,0.1684
C7M2UX,1,2,7.0,9.927809602765956,1.0
C7M9QB,2,7,4.0,1.4637603360286122,1.0
C7MC5G,1,3,4.0,0.5183042676766957,0.7486
C7MD5X,1,0,7.0,,0.0
C7MED6,1,3,5.0,2.4028701968429527,1.0
C7MEW6,2,6,2.5,-0.027511910559720194,0.5046
C7MTE0,2,0,4.0,,0.0
C7MW0D,1,8,3.0,,0.0
C7MYD0,1,3,4.0,-1.0694831737705135,0.4032
C7N5EC,1,3,4.0,-0.5295738938390189,0.5168
C7N6CQ,1,6,2.0,-0.8083857394697593,0.4144
C7N8UQ,2,2,6.0,0.0,1.0
C7N9HX,1,6,2.0,-0.38334811405491903,0.5808
C7NA2C,1,7,4.0,1.9930915164897591,1.0
C7NHZ0,1,8,3.0,-0.8933459188170043,0.2486
C7NLW3,2,3,5.0,1.5935502526752323,1.0
C7NQW0,2,0,7.5,,0.0
C7NTU4,1,3,5.0,1.4274687638225019,1.0
C7NZD9,1,6,2.0,-0.40677376782099756,0.5084
C7NZO5,1,0,4.0,,0.0
C7O9AP,2,3,3.5,-0.29395814953208493,0.4056
C7OEB8,2,6,1.0,-1.5104395474943506,0.1684
C7OFY0,1,2,6.0,2.4929234149477746,1.0
C7OM6G,1,7,5.0,1.4287522354730249,1.0
C7ON5A,2,3,3.5,-1.2365880133446303,0.18
C7OZV5,1,6,2.0,-0.38334811405491903,0.5808
C7P0IH,1,3,4.0,0.5183042676766957,0.7486
C7P0QS,1,8,3.0,,0.0
C7P1CL,2,0,7.5,,0.0
C7P4KI,1,0,4.0,,0.0
C7PA8T,1,3,5.0,2.4028701968429527,1.0
C7PBY9,1,6,2.0,-0.8426193842803549,0.3412
C7PIF3,2,8,3.0,0.09741599328981401,0.739
C7PK4U,1,7,4.0,1.562731728323025,1.0
C7PN3T,2,6,1.0,-1.5104395474943506,0.1684
C7PN8I,1,3,4.0,-1.0828230070974594,0.396
C7PQM6,1,3,5.0,1.5935502526752323,1.0
C7PY0U,2,2,6.0,0.0,1.0
C7PYO4,2,6,3.0,0.4716748027938783,0.7458
C7Q0SU,1,0,8.0,,0.0
C7Q1VU,1,3,4.0,0.7712048777127737,1.0
C7Q4WV,1,0,5.0,,0.0
C7Q9GI,1,3,5.0,1.3895439382722714,1.0
C7QDL1,2,6,2.5,-0.027511910559720194,0.5046
C7QDY2,1,8,2.0,-1.0553431175074917,0.2342
C7QIN6,1,7,4.0,1.1698485854726073,1.0
C7QO1R,1,6,2.0,-1.2870158794046296,0.2176
C7QS2L,2,3,3.5,-0.29395814953208493,0.4056
C7QSC9,1,2,6.0,0.0,1.0
C7QWK8,1,0,7.0,,0.0
C7R1TS,2,6,3.0,0.4716748027938783,0.7458
C7R5DM,1,3,4.0,0.5183042676766957,0.7486
C7R5ZM,1,3,4.0,-0.019107596817660697,0.6588
C7RA9C,1,0,5.0,,0.0
C7RGL9,1,3,5.0,1.3895439382722716,1.0
C7RLE0,1,6,2.0,-0.8426193842803549,0.3412
C7RNQ4,1,7,4.0,1.562731728323025,1.0
C7ROW6,1,8,3.0,-0.8933459188170043,0.2486
C7RTF0,2,0,7.5,,0.0
C7RUN8,1,6,1.0,-1.7101973460411706,0.1288
C7RYB5,1,3,4.0,-1.0694831737705135,0.4032
C7S0ZR,1,2,6.0,2.4929234149477746,1.0
C7S1JY,2,6,3.0,0.4716748027938783,0.7458
C7S6OT,1,3,4.0,-0.5295738938390189,0.5168
C7SFI1,2,0,4.5,,0.0
C7SGL4,1,3,5.0,1.4146379325438996,1.0
C7SIP1,1,3,6.0,3.397754966952034,1.0
C7SL1T,1,6,2.0,-0.49892218025118684,0.4666
C7SM9X,1,8,3.0,,0.0
C7SME4,2,7,4.0,1.4637603360286122,1.0
C7SU8K,1,6,2.0,-0.8083857394697593,0.4144
C7SUH8,1,0,7.0,,0.0
C7SX0U,1,2,7.0,6.989978028233928,1.0
C7T2YX,2,3,3.5,-0.29395814953208493,0.4056
C7T3KB,1,6,4.0,0.6286723010771527,0.8316
C7T4BQ,2,3,4.0,0.43790308576191816,0.9128
C7T5LS,1,3,5.0,,0.0
C7T8CS,1,8,2.0,-1.0553431175074917,0.2342
C7TBY3,1,3,5.0,1.4146379325438996,1.0
C7TIC3,1,0,4.0,,0.0
C7TNE3,1,6,2.0,-0.40677376782099756,0.5084
C7TP0F,1,7,4.0,1.2503089459535643,1.0
C7TPO5,2,6,1.5,-1.574318792072067,0.1684
C7TQB1,1,2,5.0,5.2448805448574864,1.0
C7TX9N,2,3,4.5,1.9175666121169872,1.0
C7TZH3,1,3,3.0,-0.8075925411543274,0.4056
C7U1LK,1,0,7.0,,0.0
C7U2TC,1,6,3.0,-0.360665485140628,0.585
C7U5CM,1,3,4.0,-0.019107596817660697,0.6588
C7U5HA,1,8,3.0,0.09741599328981401,0.739
C7U6MQ,1,3,5.0,1.4146379325438996,1.0
C7UA2O,2,0,3.5,,0.0
C7UD4M,1,6,2.0,-0.8426193842803549,0.3412
C7UNJ1,2,6,1.0,-1.5104395474943506,0.1684
C7UNY0,1,7,4.0,,0.0
C7UOR2,1,3,6.0,3.397754966952034,1.0
C7UOZ5,2,0,7.5,,0.0
C7UT6L,1,6,4.0,1.5016187096463376,1.0
C7UX2P,1,2,6.0,2.3230589677595566,1.0
C7UZI3,2,3,3.5,-0.29395814953208493,0.4056
C7V9SQ,1,8,3.0,-0.8171346570618501,0.3612
C7VB9P,1,3,4.0,-0.019107596817660697,0.6588
C7VC5T,2,3,5.0,1.5935502526752323,1.0
C7VDO8,2,0,3.5,,0.0
C7VI1M,1,7,4.0,,0.0
C7VNA0,1,6,4.0,0.6315222957062698,0.8314
C7VRC1,1,6,1.0,-2.60780254383161,0.0
C7VZE0,1,3,5.0,2.4028701968429527,1.0
C7W3BK,1,6,4.0,0.6286723010771527,0.8316
C7W3XI,1,2,6.0,,0.0
C7W5DZ,1,8,3.0,-1.4182033850404425,0.2486
C7W9ZP,1,0,7.0,,0.0
C7WEU3,1,3,4.0,,0.0
C7WFD5,1,3,3.0,-0.7278439859167346,0.3256
C7WGE9,1,3,5.0,1.4146379325438996,1.0
C7WK9L,1,7,4.0,,0.0
C7WPF4,1,6,3.0,,0.0
C7WPJ5,1,0,4.0,,0.0
C7WQ0S,1,2,5.0,5.2448805448574864,1.0
C7WRQ5,1,3,5.0,0.6948377691980704,1.0
C7X1WR,1,6,2.0,-1.1777649401647452,0.1684
C7X1ZK,1,3,5.0,,0.0
C7X2SF,1,3,4.0,0.5183042676766957,0.7486
C7X3LY,1,8,3.0,0.09741599328981401,0.739
C7XC0O,2,6,3.0,0.4716748027938783,0.7458
C7XEV0,1,7,4.0,1.562731728323025,1.0
C7XM4C,1,3,3.0,-0.924758047477855,0.3258
C7XTV2,1,0,7.0,,0.0
C7XUM0,1,6,3.0,-0.4186106883176689,0.522
C7XYV3,2,2,6.0,0.0,1.0
C7Y1SX,1,3,6.0,3.4575907769934737,1.0
C7Y3ZB,2,0,3.5,,0.0
C7Y8SB,1,3,4.0,-0.5290686732505242,0.5168
C7Y9SK,1,6,3.0,-0.49142392792836465,0.54
C7YCO3,1,3,4.0,0.5183042676766957,0.7486
C7YD1X,1,7,4.0,1.562731728323025,1.0
C7YE0G,2,6,3.0,0.4716748027938783,0.7458
C7YG1N,4,8,2.75,-1.3891330924843814,0.1296
C7YT2M,1,0,7.0,,0.0
C7YVU4,1,3,3.0,-0.924758047477855,0.3258
C7YW9Z,1,6,3.0,-0.40689653321206054,0.5314
C7Z4LV,2,3,5.5,3.7720458581080747,1.0
C7Z4RD,2,2,6.5,3.2456418715634476,1.0
C7Z4XQ,1,0,4.0,,0.0
C7ZOQ1,2,3,4.0,0.43790308576191816,0.9128
C7ZQI4,1,6,2.0,-1.1777649401647452,0.1684
C80DGN,1,0,7.0,,0.0
C80DNY,1,3,5.0,1.4146379325438996,1.0
C80FZA,2,7,4.0,1.4637603360286122,1.0
C80HOG,1,6,3.0,,0.0
C80IDM,1,3,3.0,-0.7278439859167346,0.3256
C80JPK,1,6,2.0,-0.8426193842803549,0.3412
C80JUE,1,3,4.0,-0.019107596817660697,0.6588
C80ODY,1,0,5.0,,0.0
C80OTL,2,2,6.0,0.0,1.0
C80PGY,3,6,1.3333333333333333,-1.571617336916784,0.1228
C80YFG,1,3,5.0,2.4028701968429527,1.0
C81AQS,1,6,3.0,-0.360665485140628,0.585
C81CLV,1,8,2.0,-1.0553431175074917,0.2342
C81DKG,2,3,5.0,1.5935502526752323,1.0
C81EGJ,1,7,4.0,1.562731728323025,1.0
C81MEA,1,0,7.0,,0.0
C81MPU,1,3,3.0,-0.924758047477855,0.3258
C81NZJ,1,6,3.0,,0.0
C81THR,1,3,4.0,-0.019107596817660697,0.6588
C81VUL,1,2,6.0,,0.0
C81WRV,1,8,3.0,-0.8933459188170043,0.2486
C81XKW,1,0,4.0,,0.0
C81ZNG,1,6,4.0,0.6286723010771527,0.8316
